pos11,jogador,clube,liga,mercado,idade,minutos,contrato,livre,tec_A,fis_A,patamar_A,psv,aderencia
MED,A. Sosa,Aldosivi,Argentina A,Sul-americano,23.0,964,2027-12-31,False,72.0,77.0,74.0,28.71,62.0
ED,Matheus Serafim,Daegu,Coreia B,Exterior,28.0,1948,2026-12-31,True,63.0,86.0,74.0,32.15,68.8
GOL,J. Soto,Águilas Doradas,Colombia A,Sul-americano,33.0,986,,True,74.0,,74.0,,72.6
MEI,N. Quagliata,Melgar,Peru,Sul-americano,27.0,1510,2029-12-31,False,87.0,59.0,73.0,27.64,88.0
LD,E. Mena,Medellín,Colombia A,Sul-americano,28.0,1599,2028-06-30,False,82.0,64.0,73.0,30.25,81.6
CA,Leonardo Rocha,Raków Częstochowa,Polonia,Exterior,29.0,1437,2028-06-30,False,73.0,,73.0,,65.7
CA,M. García,Chungbuk Cheongju,Coreia B,Exterior,27.0,2014,,True,73.0,,73.0,,67.8
VOL,J. Brunet,Campobasso,Italia C,Exterior,28.0,2323,2027-06-30,True,73.0,,73.0,,59.3
GOL,E. Quinonez,Independiente Juniors,Equador B,Sul-americano,21.0,1854,,True,73.0,,73.0,,44.3
LD,Cadu,Ferencváros,Hungria,Exterior,28.0,1043,,True,73.0,,73.0,,71.9
EE,Léo Pereira,CSKA Sofia,Bulgaria,Exterior,25.0,1119,2028-12-31,False,46.0,100.0,73.0,32.4,56.5
MED,A. Assis,Cerro Largo,Uruguai,Sul-americano,33.0,1902,2026-12-31,True,81.0,65.0,73.0,27.66,67.7
LE,Miyhel Ortiz,Aurora,Bolivia,Sul-americano,24.0,1282,,True,73.0,,73.0,,70.3
VOL,B. García,Deportivo Cuenca,Equador A,Sul-americano,25.0,957,2026-12-31,True,48.0,98.0,73.0,29.34,52.9
MEI,L. González,Monagas,Venezuela,Sul-americano,35.0,915,2026-12-31,True,73.0,,73.0,,75.9
LE,F. Fabra,Medellín,Colombia A,Sul-americano,35.0,1014,2027-06-30,True,84.0,62.0,73.0,30.43,90.6
MED,J. Bonett,LDU Portoviejo,Equador B,Sul-americano,31.0,1669,,True,73.0,,73.0,,78.2
LE,Léo Borges,Pogoń Szczecin,Polonia,Exterior,25.0,1315,2027-06-30,True,73.0,,73.0,,65.0
MED,A. Quiroz,Universitario,Peru,Sul-americano,27.0,1748,2028-12-31,False,81.0,65.0,73.0,29.58,76.1
CA,A. Carreño,Unión Magdalena,Colombia B,Sul-americano,23.0,1570,,True,73.0,,73.0,,79.4
MED,S. González,San Martín San Juan,Argentina B,Sul-americano,34.0,1676,,True,73.0,,73.0,,76.4
VOL,S. Gallegos,Palestino,Chile,Sul-americano,34.0,1546,2026-12-31,True,51.0,95.0,73.0,28.49,48.2
MED,B. Cortés,Patronato,Argentina B,Sul-americano,25.0,1297,2026-12-31,True,73.0,,73.0,,69.5
GOL,M. Mansilla,Unión Santa Fe,Argentina A,Sul-americano,30.0,2272,,True,73.0,,73.0,,49.2
LD,Lucas Soto,Everton,Chile,Sul-americano,23.0,1148,2026-12-31,True,73.0,,73.0,,75.4
EE,G. Arrieta,Unión Magdalena,Colombia B,Sul-americano,20.0,1621,2027-12-31,False,73.0,,73.0,,66.2
GOL,I. González,Everton,Chile,Sul-americano,36.0,1521,2026-12-31,True,73.0,,73.0,,68.3
GOL,G. Banguera,Deportivo Pasto,Colombia A,Sul-americano,30.0,1244,,True,72.0,,72.0,,69.0
MED,J. Altamirano,Universidad de Chile,Chile,Sul-americano,26.0,994,2028-12-31,False,62.0,82.0,72.0,28.0,47.3
LE,Conrado,Oţelul,Romenia,Exterior,29.0,2529,2026-06-30,True,86.0,59.0,72.0,29.71,85.6
ED,B. Barcia,Nacional,Uruguai,Sul-americano,25.0,900,2028-12-31,False,80.0,65.0,72.0,30.82,72.7
LD,Luis Gomez,ADT,Peru,Sul-americano,26.0,1183,,True,57.0,88.0,72.0,31.23,65.2
LE,M. Chaparro,Cerro Porteño,Paraguai,Sul-americano,19.0,1277,,True,56.0,87.0,72.0,31.29,66.1
EE,M. Lago,Colón,Argentina B,Sul-americano,24.0,2172,2027-12-31,False,72.0,,72.0,,88.5
ZD,G. Cepeda,Midland,Argentina B,Sul-americano,26.0,2142,,True,72.0,,72.0,,80.5
MED,K. Gonzalez,Internacional Palmira,Colombia B,Sul-americano,20.0,1665,,True,72.0,,72.0,,65.4
VOL,A. Melo,All Boys,Argentina B,Sul-americano,24.0,1552,2026-12-31,True,72.0,,72.0,,56.1
LE,I. Abraham,Banfield,Argentina A,Sul-americano,28.0,1980,2028-12-31,False,62.0,82.0,72.0,30.51,59.7
LD,A. Portillo,Defensa y Justicia,Argentina A,Sul-americano,26.0,1194,2027-12-31,False,51.0,94.0,72.0,30.58,45.2
ZD,Sergio Palacios,Ponte Preta,Brasil B,Série B,21.0,1053,2029-08-31,False,44.0,99.0,72.0,31.87,44.7
MED,M. Comba,Volos NFC,Grecia,Exterior,32.0,2350,2027-06-30,True,52.0,93.0,72.0,29.24,58.1
ZE,M. Caicedo,Internacional Palmira,Colombia B,Sul-americano,22.0,1781,,True,72.0,,72.0,,71.1
EE,T. Nuss,OFI,Grecia,Exterior,25.0,2120,2028-06-30,False,78.0,67.0,72.0,29.48,82.2
ZD,G. Fratta,Deportivo Táchira,Venezuela,Sul-americano,30.0,1528,2026-12-31,True,72.0,,72.0,,76.2
CA,K. Parzajuk,Deportivo Recoleta,Paraguai,Sul-americano,23.0,1334,2026-12-31,True,54.0,90.0,72.0,30.61,48.9
EE,Vinícius Vargas,Al Riffa,Bahrain,Exterior,30.0,1666,2030-06-30,False,72.0,,72.0,,61.0
GOL,N. Pérez,Ñublense,Chile,Sul-americano,36.0,1843,,True,72.0,,72.0,,70.0
LE,L. Loor,Independiente del Valle,Equador A,Sul-americano,25.0,1313,,True,73.0,70.0,72.0,29.62,78.3
LD,C. Sarabia,Millonarios,Colombia A,Sul-americano,21.0,1291,,True,56.0,88.0,72.0,30.33,62.1
ED,A. Jara,Concepción,Chile,Sul-americano,25.0,1004,2028-12-31,False,65.0,79.0,72.0,30.08,60.0
GOL,F. Fragueda,Rubio Ñú,Paraguai,Sul-americano,25.0,1793,2026-12-31,True,72.0,,72.0,,62.5
GOL,M. Leguiza,Midland,Argentina B,Sul-americano,33.0,2336,,True,72.0,,72.0,,65.9
CA,Andre Clóvis,Académico de Viseu F.C.,Portugal B,Exterior,28.0,3206,2028-06-30,False,73.0,72.0,72.0,29.9,72.2
ZE,Vilar,Botafogo-SP,Brasil B,Série B,26.0,2612,2026-11-30,True,66.0,79.0,72.0,30.2,65.5
ZD,César Martins,Criciúma,Brasil B,Série B,33.0,2035,2026-11-30,True,46.0,99.0,72.0,31.32,49.1
CA,J. Bisanz,Huracán,Argentina A,Sul-americano,24.0,1055,2028-12-31,False,52.0,92.0,72.0,29.69,49.2
MED,J. Frías,Atlético Vinotinto,Equador B,Sul-americano,25.0,954,2027-12-31,False,72.0,,72.0,,73.9
ED,Erick Marcus,Ludogorets,Bulgaria,Exterior,22.0,2098,2028-06-30,False,72.0,,72.0,,67.0
ED,H. Toledo,Albion,Uruguai,Sul-americano,30.0,1366,2026-12-31,True,59.0,83.0,71.0,30.44,54.5
VOL,F. Marín,Colegiales,Argentina B,Sul-americano,28.0,2122,2026-12-31,True,71.0,,71.0,,64.4
CA,J. Alfaro,Everton,Chile,Sul-americano,24.0,934,2027-12-31,False,62.0,80.0,71.0,28.66,43.5
LD,C. Cabello,Cienciano,Peru,Sul-americano,28.0,1520,2027-12-31,False,64.0,78.0,71.0,30.81,68.2
ZD,D. Gissi,Nueva Chicago,Argentina B,Sul-americano,35.0,1136,2026-12-31,True,71.0,,71.0,,71.8
GOL,L. Nazareno,Leones del Norte,Equador A,Sul-americano,32.0,1764,2026-12-31,True,71.0,,71.0,,69.4
LE,Matheus Leoni,Dobrudzha 1919,Bulgaria,Exterior,34.0,1842,,True,71.0,,71.0,,78.3
GOL,G. Valle,LDU Quito,Equador A,Sul-americano,30.0,2060,2028-12-31,False,71.0,,71.0,,64.6
VOL,J. Mattar,Newell's Old Boys,Argentina A,Sul-americano,18.0,959,,True,57.0,85.0,71.0,28.28,48.4
GOL,L. Cháves,Panetolikos FC,Grecia,Exterior,30.0,1491,2027-12-31,False,71.0,,71.0,,71.7
ZD,Y. Díaz,Fortaleza,Colombia A,Sul-americano,29.0,2206,,True,67.0,75.0,71.0,29.29,76.2
MEI,Y. Orozco,Carabobo,Venezuela,Sul-americano,35.0,1547,2026-12-31,True,71.0,,71.0,,69.5
EE,L. Mina,Gimpo Citizen,Coreia B,Exterior,33.0,2076,,True,71.0,,71.0,,77.1
CA,A. Cáceres,Gualberto Villarroel SJ,Bolivia,Sul-americano,30.0,1283,2026-12-31,True,71.0,,71.0,,71.7
CA,L. Farías,Independiente Yumbo,Colombia B,Sul-americano,31.0,993,,True,71.0,,71.0,,76.4
LE,Maicon,Levski Sofia,Bulgaria,Exterior,26.0,2951,2027-06-30,True,71.0,,71.0,,80.0
LE,M. Hernández,Mushuc Runa,Equador A,Sul-americano,29.0,2195,2026-12-31,True,51.0,91.0,71.0,31.88,57.4
VOL,Vinicius,Crotone,Italia C,Exterior,23.0,3508,2028-06-30,False,71.0,,71.0,,64.9
VOL,F. Recalde,Deportivo Madryn,Argentina B,Sul-americano,30.0,1428,2027-12-31,False,71.0,,71.0,,53.2
MEI,D. Tapia,Real Santander,Colombia B,Sul-americano,23.0,1109,,True,71.0,,71.0,,71.5
ED,M. Guerrero,Universidad de Chile,Chile,Sul-americano,26.0,1492,2028-12-31,False,77.0,65.0,71.0,29.44,71.8
MED,C. Restrepo Castillo,Atlético,Colombia B,Sul-americano,22.0,1029,,True,71.0,,71.0,,63.2
ZE,F. Meritello,Patronato,Argentina B,Sul-americano,30.0,1876,2026-12-31,True,70.0,,70.0,,66.3
MED,J. Morel,Cerro Porteño,Paraguai,Sul-americano,28.0,1459,2027-12-31,False,74.0,67.0,70.0,28.28,61.5
GOL,J. Flere,Europa,Espanha C,Exterior,28.0,3451,,True,70.0,,70.0,,60.9
GOL,J. Contreras,Barcelona,Equador A,Sul-americano,31.0,2448,2026-12-31,True,70.0,,70.0,,63.9
CA,A. Wlk,Deportivo Recoleta,Paraguai,Sul-americano,23.0,1499,2030-12-31,False,74.0,67.0,70.0,29.76,70.7
ZD,G. Velázquez,Cerro Porteño,Paraguai,Sul-americano,35.0,1518,2026-12-31,True,64.0,77.0,70.0,28.92,63.7
ZD,B. Carabalí,Beitar Jerusalem,Israel,Exterior,27.0,3268,2028-06-30,False,70.0,,70.0,,70.2
CA,F. Romero,Sportivo Trinidense,Paraguai,Sul-americano,26.0,1324,2026-12-31,True,73.0,67.0,70.0,29.35,67.9
LD,S. López,Banfield,Argentina A,Sul-americano,28.0,1963,2028-12-31,False,75.0,64.0,70.0,28.82,73.5
LD,V. Cabañas,Rubio Ñú,Paraguai,Sul-americano,23.0,968,2026-12-31,True,72.0,69.0,70.0,30.01,67.6
LD,E. Villalba,Club Libertad,Paraguai,Sul-americano,18.0,943,,True,59.0,80.0,70.0,30.89,50.0
GOL,L. Mitre,Atlético Vinotinto,Equador B,Sul-americano,30.0,1968,2026-12-31,True,70.0,,70.0,,48.9
ZD,Gregorio Tanco,Lecco,Italia C,Exterior,26.0,2368,2026-06-30,True,70.0,,70.0,,77.0
ZE,L. Gigli,Defensores de Belgrano,Argentina B,Sul-americano,35.0,904,,True,70.0,,70.0,,63.7
GOL,A. Tovar,Envigado,Colombia B,Sul-americano,20.0,1788,,True,70.0,,70.0,,68.0
LD,Edson Farias,Académica,Portugal C,Exterior,34.0,2736,2026-06-30,True,70.0,,70.0,,59.9
ED,F. Perez,Estudiantes,Argentina A,Sul-americano,20.0,1060,2027-12-31,False,61.0,79.0,70.0,29.47,58.6
ED,Danne González,9 de Octubre,Equador B,Sul-americano,31.0,1442,2026-12-31,True,70.0,,70.0,,60.9
GOL,J. Valencia,ADT,Peru,Sul-americano,33.0,1656,2026-12-31,True,70.0,,70.0,,65.0
LD,Danny,Lusitania FC Lourosa,Portugal B,Exterior,28.0,1419,2026-06-30,True,51.0,88.0,70.0,30.15,52.4
ED,D. Gallardo,Gimnasia Jujuy,Argentina B,Sul-americano,29.0,1523,2026-12-31,True,70.0,,70.0,,69.2
LE,J. Lasso,Alianza,Colombia A,Sul-americano,24.0,1482,2027-06-30,True,45.0,95.0,70.0,31.28,55.4
CA,Mikael,CRB,Brasil B,Série B,27.0,2236,2027-11-30,False,92.0,49.0,70.0,29.72,94.0
CA,A. Lavezzi,Quilmes,Argentina B,Sul-americano,30.0,1651,2026-12-31,True,70.0,,70.0,,72.2
ZE,D. Piña,Audax Italiano,Chile,Sul-americano,24.0,1634,2026-12-31,True,45.0,95.0,70.0,29.72,47.0
ED,E. da Silva,Racing,Uruguai,Sul-americano,25.0,1586,2027-12-31,False,75.0,64.0,70.0,30.16,64.2
ZE,J. Díaz,Universidad Católica,Chile,Sul-americano,28.0,1229,,True,80.0,60.0,70.0,28.93,77.8
CA,Robson,Novorizontino,Brasil B,Série B,35.0,2272,2026-12-31,True,77.0,63.0,70.0,29.18,81.9
CA,R. Contreras,Millonarios,Colombia A,Sul-americano,30.0,1592,2026-12-31,True,89.0,51.0,70.0,29.43,87.8
GOL,Thiago Rodrigues,Goiás,Brasil B,Série B,37.0,1512,2026-11-30,True,70.0,,70.0,,57.6
CA,A. Castillo,O'Higgins,Chile,Sul-americano,29.0,1346,2026-12-31,True,74.0,67.0,70.0,29.16,66.3
ZE,Betão,Náutico,Brasil B,Série B,27.0,1416,2026-11-30,True,42.0,98.0,70.0,30.28,56.2
MED,G. Heredia,Delfin,Equador A,Sul-americano,20.0,1779,2027-12-31,False,62.0,78.0,70.0,29.24,56.6
EE,S. Girado,Orsomarso,Colombia B,Sul-americano,21.0,1290,,True,69.0,,69.0,,74.2
LD,P. Guajardo,Audax Italiano,Chile,Sul-americano,23.0,1039,2027-12-31,False,49.0,89.0,69.0,30.09,53.5
MED,Matías Zaracho,Racing Club,Argentina A,Sul-americano,28.0,994,2028-12-31,False,56.0,82.0,69.0,27.62,42.8
VOL,Lucas Ventura,Hapoel Be'er Sheva,Israel,Exterior,28.0,3068,2028-06-30,False,69.0,,69.0,,66.9
MED,E. Abreu,Trujillanos,Venezuela,Sul-americano,25.0,912,2026-12-31,True,69.0,,69.0,,75.6
MED,Lucas Cardoso,Dobrudzha 1919,Bulgaria,Exterior,30.0,1540,,True,69.0,,69.0,,60.3
LD,T. Casasola,Catania,Italia C,Exterior,30.0,3687,2027-06-30,True,69.0,,69.0,,67.7
ZD,I. Zafarana,All Boys,Argentina B,Sul-americano,31.0,1942,2027-12-31,False,69.0,,69.0,,67.0
ZD,Lucão,Gyeongnam,Coreia B,Exterior,24.0,1159,,True,69.0,,69.0,,77.4
MEI,D. Sarmiento,Colón,Argentina B,Sul-americano,23.0,908,2026-12-31,True,69.0,,69.0,,84.3
MED,B. Corozo,Mushuc Runa,Equador A,Sul-americano,25.0,1022,2026-12-31,True,58.0,80.0,69.0,28.56,53.4
GOL,N. Ferreira,Deportivo Recoleta,Paraguai,Sul-americano,28.0,1962,2026-12-31,True,69.0,,69.0,,58.3
GOL,B. Antúnez,Boston River,Uruguai,Sul-americano,23.0,2274,2026-12-31,True,69.0,,69.0,,61.7
MED,J. Valdez Chamorro,Agropecuario,Argentina B,Sul-americano,32.0,1074,2026-12-31,True,69.0,,69.0,,68.2
GOL,M. Borgogno,Defensa y Justicia,Argentina A,Sul-americano,27.0,2056,2027-06-30,True,69.0,,69.0,,50.8
VOL,J. Sanchez,Bogotá,Colombia B,Sul-americano,23.0,2048,,True,69.0,,69.0,,75.8
GOL,Luan Polli,Athletic,Brasil B,Série B,33.0,2603,2026-11-30,True,69.0,,69.0,,53.8
GOL,Helton Leite,Vila Nova,Brasil B,Série B,35.0,2539,2026-11-30,True,69.0,,69.0,,62.5
ZE,N. Pantaleone,Chacarita Juniors,Argentina B,Sul-americano,33.0,1002,2026-12-31,True,69.0,,69.0,,66.4
GOL,Y. Bonnin,Deportivo Madryn,Argentina B,Sul-americano,35.0,2184,2026-12-31,True,69.0,,69.0,,51.9
MED,Agustín Arce,Universidad de Chile,Chile,Sul-americano,21.0,912,2027-12-31,False,79.0,59.0,69.0,27.03,70.4
MED,C. Faya,Deportivo La Guaira,Venezuela,Sul-americano,24.0,952,2026-12-31,True,69.0,,69.0,,74.4
MED,R. Prieto,Nacional Asunción,Paraguai,Sul-americano,29.0,1415,2026-12-31,True,70.0,68.0,69.0,28.16,53.9
LE,M. Del Blanco,Unión Santa Fe,Argentina A,Sul-americano,22.0,1700,2031-06-30,False,82.0,56.0,69.0,29.39,82.3
LE,Felipinho,Sport,Brasil B,Série B,29.0,2169,2027-12-31,False,68.0,70.0,69.0,30.61,66.5
LE,E. Ruíz,Independiente Juniors,Equador B,Sul-americano,20.0,1532,,True,69.0,,69.0,,73.0
ZD,Eduardo Bumbila,San Antonio,Equador B,Sul-americano,20.0,1533,,True,69.0,,69.0,,74.3
MED,M. Bellotti,Atlético Madrid B,Espanha C,Exterior,24.0,3069,2028-06-30,False,69.0,,69.0,,69.1
CA,Victor Henrique,Ajman,Emirados,Exterior,23.0,1231,2028-06-30,False,50.0,88.0,69.0,29.94,57.7
LD,Anilson,Paços de Ferreira,Portugal B,Exterior,24.0,2115,2027-06-30,True,49.0,87.0,68.0,30.69,44.2
CA,D. Rostagno,Estudiantes Caseros,Argentina B,Sul-americano,24.0,1028,,True,68.0,,68.0,,71.1
CA,S. da Silva,Racing,Uruguai,Sul-americano,24.0,1459,2028-12-31,False,58.0,77.0,68.0,29.83,54.0
MED,G. Ríos,Independiente Rivadavia,Argentina A,Sul-americano,27.0,1145,2026-12-31,True,71.0,65.0,68.0,27.69,62.4
MED,J. Martínez,Universidad Católica,Chile,Sul-americano,29.0,1014,2026-12-31,True,72.0,64.0,68.0,27.75,60.9
GOL,Nicolás Caprio,Chaco For Ever,Argentina B,Sul-americano,37.0,1309,2026-12-31,True,68.0,,68.0,,53.6
GOL,A. Werner,Rosario Central,Argentina A,Sul-americano,30.0,1568,2028-06-30,False,68.0,,68.0,,47.3
CA,M. Fernández,Independiente Rivadavia,Argentina A,Sul-americano,25.0,1391,2028-12-31,False,47.0,90.0,68.0,29.35,54.5
MED,M. Miranda,Macará,Equador A,Sul-americano,26.0,1403,2026-12-31,True,86.0,49.0,68.0,28.12,86.5
VOL,R. Herrera,Newell's Old Boys,Argentina A,Sul-americano,26.0,1188,2028-12-31,False,52.0,84.0,68.0,28.54,39.2
LE,Enzo,Athletic,Brasil B,Série B,24.0,1206,2027-12-31,False,55.0,82.0,68.0,30.1,59.0
MED,J. Concha,Universitario,Peru,Sul-americano,27.0,1616,2026-12-31,True,84.0,51.0,68.0,28.22,78.8
VOL,K. Balanta,Fortaleza,Colombia A,Sul-americano,22.0,1474,,True,53.0,83.0,68.0,29.81,43.2
CA,William Pottker,Londrina,Brasil B,Série B,32.0,1425,2026-11-30,True,59.0,78.0,68.0,30.04,65.5
MED,Ktatau,Chaves,Portugal B,Exterior,24.0,2337,2028-06-30,False,67.0,68.0,68.0,27.93,67.8
CA,F. Labandeira,Wanderers,Uruguai,Sul-americano,30.0,1132,2026-12-31,True,67.0,70.0,68.0,28.68,61.8
LE,L. Viano,Racing Córdoba,Argentina B,Sul-americano,23.0,1467,,True,68.0,,68.0,,77.7
LE,Lorenzo,Cuiabá,Brasil B,Série B,19.0,900,2028-12-31,False,68.0,,68.0,,62.1
VOL,Léo Azevedo,Torreense,Portugal B,Exterior,22.0,2548,2027-06-30,True,70.0,66.0,68.0,28.01,75.5
CA,R. Auzmendi,San Lorenzo,Argentina A,Sul-americano,25.0,1218,2026-12-31,True,68.0,67.0,68.0,29.08,71.7
ED,S. Solari,Racing Club,Argentina A,Sul-americano,28.0,1447,2027-12-31,False,62.0,73.0,68.0,29.49,51.5
MED,G. Erazo,Atlético,Colombia B,Sul-americano,26.0,1235,,True,68.0,,68.0,,59.7
MED,A. dos Santos Álvez,Nacional,Uruguai,Sul-americano,18.0,962,2027-12-31,False,66.0,70.0,68.0,27.1,45.6
GOL,Arthur,Beroe,Bulgaria,Exterior,24.0,2240,2028-06-30,False,68.0,,68.0,,56.5
MED,T. González,Estudiantes Río Cuarto,Argentina A,Sul-americano,27.0,1670,,True,61.0,76.0,68.0,27.67,49.9
LE,Diogo Barbosa,Juventude,Brasil B,Série B,34.0,1586,2026-11-30,True,68.0,67.0,68.0,29.79,65.2
VOL,F. Ogaz,O'Higgins,Chile,Sul-americano,23.0,1551,,True,76.0,61.0,68.0,27.31,77.1
ZE,M. Cocca,San Martín San Juan,Argentina B,Sul-americano,23.0,1648,2026-12-31,True,68.0,,68.0,,66.9
CA,F. Sanguinetti,Inter Bogotá,Colombia A,Sul-americano,25.0,2004,2027-12-31,False,49.0,86.0,68.0,31.19,47.4
LE,F. Martínez,Boston River,Uruguai,Sul-americano,25.0,1145,2028-12-31,False,45.0,90.0,68.0,30.1,52.9
ZE,C. Haydar,Atlético Nacional,Colombia A,Sul-americano,25.0,1544,,True,50.0,85.0,68.0,30.68,68.7
ZE,F. Álvarez,Racing,Uruguai,Sul-americano,22.0,2294,,True,74.0,63.0,68.0,28.93,70.2
MEI,Jean Carlos,Náutico,Brasil B,Série B,34.0,960,2027-12-31,False,72.0,63.0,68.0,29.93,75.9
ZE,E. Burgos,Godoy Cruz,Argentina B,Sul-americano,34.0,1125,2026-12-31,True,68.0,,68.0,,60.1
ED,T. Minda,Mushuc Runa,Equador A,Sul-americano,25.0,1194,2026-12-31,True,74.0,63.0,68.0,30.53,71.3
LD,G. Trasante,Progreso,Uruguai,Sul-americano,26.0,1109,2026-12-31,True,59.0,77.0,68.0,30.93,65.6
GOL,S. Jaume,Albion,Uruguai,Sul-americano,22.0,2379,2027-12-31,False,68.0,,68.0,,64.1
ED,C. Sosa,Deportivo Táchira,Venezuela,Sul-americano,31.0,1460,2027-12-31,False,68.0,,68.0,,61.8
LE,Kevyson,Ponte Preta,Brasil B,Série B,22.0,1345,2027-12-31,False,67.0,68.0,68.0,29.96,63.5
LD,F. Faúndez,O'Higgins,Chile,Sul-americano,20.0,1343,2027-12-31,False,60.0,75.0,68.0,30.93,54.5
ED,A. Campana,Midland,Argentina B,Sul-americano,28.0,1266,2026-12-31,True,68.0,,68.0,,63.9
EE,Kelvin Flórez,Tolima,Colombia A,Sul-americano,22.0,1118,,True,68.0,67.0,68.0,29.77,72.8
CA,Steven Rodríguez,Deportivo Cali,Colombia A,Sul-americano,27.0,1696,2027-12-31,False,69.0,68.0,68.0,29.49,65.4
ED,A. Torterolo Del Arco,Defensor Sporting,Uruguai,Sul-americano,18.0,905,2027-07-31,False,57.0,79.0,68.0,30.44,52.1
GOL,S. Guerra,Barranquilla,Colombia B,Sul-americano,25.0,1779,,True,67.0,,67.0,,54.3
CA,B. Nasta,San Miguel,Argentina B,Sul-americano,33.0,1451,2026-12-31,True,67.0,,67.0,,71.2
VOL,Romisson,São Bernardo,Brasil B,Série B,29.0,1924,2027-12-31,False,38.0,96.0,67.0,29.63,46.3
ZE,R. Peralta,Monagas,Venezuela,Sul-americano,32.0,918,2027-06-30,True,67.0,,67.0,,71.1
MEI,K. Álvarez,Patriotas Boyacá,Colombia B,Sul-americano,21.0,1369,,True,67.0,,67.0,,64.6
CA,L. Melgarejo,Club Libertad,Paraguai,Sul-americano,35.0,1622,2027-06-30,True,84.0,50.0,67.0,29.56,85.5
ZD,N. Ferreyra,San Martín Tucumán,Argentina B,Sul-americano,33.0,1985,2026-12-31,True,67.0,,67.0,,63.8
GOL,E. Chaux,Medellín,Colombia A,Sul-americano,34.0,905,2026-12-31,True,67.0,,67.0,,63.9
VOL,Cláudio Falcão,Farense,Portugal B,Exterior,31.0,2806,2029-06-30,False,75.0,59.0,67.0,28.13,75.0
ED,M. Mosqueira,Agropecuario,Argentina B,Sul-americano,31.0,1839,2026-12-31,True,67.0,,67.0,,59.0
VOL,Sebastián Galani,Coquimbo Unido,Chile,Sul-americano,28.0,1252,2026-12-31,True,59.0,75.0,67.0,27.34,50.5
LE,T. Ortega,Quilmes,Argentina B,Sul-americano,25.0,1750,2026-12-31,True,67.0,,67.0,,79.1
CA,J. Giacone,Deportivo Maipú,Argentina B,Sul-americano,22.0,988,2026-12-31,True,67.0,,67.0,,68.1
EE,M. Lacava,Vizela,Portugal B,Exterior,23.0,1135,,True,35.0,99.0,67.0,31.57,47.8
CA,Maximiliano Romero,Colo Colo,Chile,Sul-americano,27.0,1357,2028-12-31,False,72.0,62.0,67.0,29.64,56.7
MED,L. Guevara,Real Cartagena,Colombia B,Sul-americano,25.0,1594,,True,67.0,,67.0,,64.3
GOL,F. Torgnascioli,Torque,Uruguai,Sul-americano,35.0,1478,2026-12-31,True,67.0,,67.0,,61.7
ED,L. Ciccolini,Defensores de Belgrano,Argentina B,Sul-americano,31.0,948,2026-12-31,True,67.0,,67.0,,66.2
CA,Kibe,AD Marco 09,Portugal C,Exterior,26.0,1163,2026-12-31,True,67.0,,67.0,,80.3
MED,Kauê Rodrigues,Porto II,Portugal B,Exterior,21.0,2068,2030-06-30,False,43.0,91.0,67.0,28.85,39.2
EE,Vinícius Paiva,Novorizontino,Brasil B,Série B,25.0,1342,2026-12-31,True,41.0,93.0,67.0,31.13,57.4
MED,Jota,Athletic,Brasil B,Série B,22.0,1354,2029-03-31,False,66.0,68.0,67.0,27.63,70.9
ED,L. Fedele,Atlanta,Argentina B,Sul-americano,25.0,970,2026-12-31,True,67.0,,67.0,,65.2
ED,J. Palacios,Unión Santa Fe,Argentina A,Sul-americano,27.0,1896,2026-12-31,True,71.0,63.0,67.0,29.13,62.4
GOL,L. Acosta,Agropecuario,Argentina B,Sul-americano,22.0,1934,2026-12-31,True,67.0,,67.0,,53.1
ZD,G. Aranda,Racing Córdoba,Argentina B,Sul-americano,25.0,902,2026-12-31,True,67.0,,67.0,,62.9
LE,F. Vezzoni,Vis Pesaro,Italia C,Exterior,24.0,2525,2028-06-30,False,67.0,,67.0,,58.7
VOL,J. Valencia,Universidad Católica,Chile,Sul-americano,30.0,1135,2026-12-31,True,58.0,76.0,67.0,27.81,60.7
ZD,Lucão,Chongqing Tongliang Long,China,Exterior,30.0,1430,,True,74.0,57.0,66.0,28.68,81.6
ED,Enzo Cabrera,Danubio,Uruguai,Sul-americano,22.0,1424,,True,87.0,46.0,66.0,29.65,77.0
LE,J. Yendis,Caracas,Venezuela,Sul-americano,28.0,1211,,True,66.0,,66.0,,80.0
MEI,G. Balzi,Levadiakos,Grecia,Exterior,24.0,1703,2027-12-31,False,60.0,71.0,66.0,28.14,64.4
MEI,Gustavo Sauer,Wuhan Three Towns,China,Exterior,33.0,1367,2026-12-31,True,56.0,76.0,66.0,29.1,60.8
GOL,J. Parra,Once Caldas,Colombia A,Sul-americano,26.0,2479,2028-12-31,False,66.0,,66.0,,62.5
ZD,F. Wiechniak,Sportivo Luqueño,Paraguai,Sul-americano,23.0,2051,2026-12-31,True,43.0,88.0,66.0,30.12,38.2
LD,G. Graciani,Ñublense,Chile,Sul-americano,32.0,1275,,True,49.0,83.0,66.0,29.69,51.3
VOL,D. Camacho,Cumbayá,Equador B,Sul-americano,28.0,1622,2026-12-31,True,66.0,,66.0,,56.6
MEI,J. Rodríguez,Atlanta,Argentina B,Sul-americano,27.0,1433,2026-12-31,True,66.0,,66.0,,80.2
MED,Matheus Bianqui,Novorizontino,Brasil B,Série B,28.0,1299,2026-12-31,True,57.0,76.0,66.0,27.89,58.2
MED,F. Díaz,Temperley,Argentina B,Sul-americano,25.0,1195,2027-12-31,False,66.0,,66.0,,64.8
