pos11,jogador,clube,liga,mercado,idade,minutos,contrato,livre,tec_A,fis_A,patamar_A,psv,aderencia
ED,Bruno,Al Jazira,Emirados,Exterior,24.0,1900,2028-06-30,False,46.0,25.0,36.0,28.26,43.6
CA,Wesley,Shenzhen Peng City,China,Exterior,29.0,1486,2027-12-31,False,48.0,25.0,36.0,29.32,44.4
LD,A. Paredes,Ciudad de Bolívar,Argentina B,Sul-americano,25.0,2387,,True,36.0,,36.0,,32.8
ZD,L. Costa,Independiente Rivadavia,Argentina A,Sul-americano,27.0,1454,2027-12-31,False,40.0,33.0,36.0,28.91,40.6
CA,M. Torres,Gimnasia La Plata,Argentina A,Sul-americano,28.0,1519,2026-12-31,True,33.0,40.0,36.0,28.6,39.1
ED,M. Alonso,Universidad Católica,Equador A,Sul-americano,32.0,1869,,True,49.0,24.0,36.0,29.04,50.2
ZE,A. Doldán,Sportivo San Lorenzo,Paraguai,Sul-americano,29.0,1638,2026-12-31,True,37.0,34.0,36.0,28.29,42.9
ZE,Derlan,Suwon,Coreia B,Exterior,30.0,1034,,True,60.0,13.0,36.0,27.7,64.2
CA,Éberth,União Santarém,Portugal C,Exterior,22.0,1133,2026-12-31,True,36.0,,36.0,,42.5
CA,L. Nequecaur,Sport Boys,Peru,Sul-americano,34.0,1923,2026-12-31,True,49.0,24.0,36.0,27.46,49.7
ED,M. Machado,Racing Córdoba,Argentina B,Sul-americano,25.0,1409,,True,36.0,,36.0,,28.8
MED,J. Franco,Deportivo Recoleta,Paraguai,Sul-americano,23.0,1782,2026-12-31,True,36.0,36.0,36.0,27.43,24.2
ED,João Adriano,UD Oliveirense,Portugal B,Exterior,23.0,925,2026-06-30,True,29.0,43.0,36.0,27.6,27.7
ZE,Rômulo,Sporting CP II,Portugal B,Exterior,22.0,1109,2027-12-31,False,49.0,23.0,36.0,27.45,51.9
LD,R. Lucero,Osasuna Promesas,Espanha C,Exterior,24.0,2864,2026-06-30,True,36.0,,36.0,,34.9
MED,T. Kummer,Racing Córdoba,Argentina B,Sul-americano,21.0,1251,2027-12-31,False,36.0,,36.0,,39.1
ZE,J. Flor,Mushuc Runa,Equador A,Sul-americano,28.0,1525,2026-12-31,True,16.0,55.0,36.0,27.88,38.8
CA,F. Martínez,Liverpool,Uruguai,Sul-americano,30.0,1481,2026-12-31,True,41.0,32.0,36.0,28.12,37.5
LD,L. Garro,UTC Cajamarca,Peru,Sul-americano,30.0,1303,2026-12-31,True,36.0,36.0,36.0,28.62,43.4
ZE,M. Di Benedetto,Universitario,Peru,Sul-americano,33.0,1291,2027-12-31,False,36.0,37.0,36.0,28.94,44.5
VOL,Lulo Dasilva,Sevilla Atlético,Espanha C,Exterior,23.0,1855,,True,36.0,,36.0,,31.4
ZD,B. Blasi,Rubio Ñú,Paraguai,Sul-americano,30.0,2039,2026-12-31,True,60.0,11.0,36.0,27.48,65.4
LD,Valentino Fattore,Sevilla Atlético,Espanha C,Exterior,24.0,2286,2027-06-30,True,36.0,,36.0,,31.8
VOL,Willian Maranhão,Vila Nova,Brasil B,Série B,30.0,973,2027-11-30,False,50.0,22.0,36.0,27.02,56.5
ZE,A. Rangel,Barcelona,Equador A,Sul-americano,24.0,1841,2027-12-31,False,30.0,42.0,36.0,28.69,36.4
VOL,Lucas Lima,São Bernardo,Brasil B,Série B,26.0,965,2026-11-30,True,50.0,23.0,36.0,27.48,61.6
LD,A. Román,Atlético Nacional,Colombia A,Sul-americano,30.0,2311,2029-06-30,False,33.0,39.0,36.0,29.84,43.9
ZE,J. Fernández,Deportivo Maldonado,Uruguai,Sul-americano,27.0,911,2026-12-31,True,43.0,28.0,36.0,27.12,48.4
VOL,Pierre,Fortaleza,Brasil B,Série B,24.0,1114,2029-12-31,False,52.0,21.0,36.0,27.34,61.0
ZD,Luan Freitas,Fortaleza,Brasil B,Série B,25.0,1195,2027-12-31,False,49.0,24.0,36.0,27.52,53.9
ZE,C. Rodríguez,Estudiantes de Mérida,Venezuela,Sul-americano,28.0,1795,2026-12-31,True,36.0,,36.0,,49.5
ZD,H. Lópes,Cúcuta Deportivo,Colombia A,Sul-americano,35.0,1411,,True,52.0,20.0,36.0,28.19,62.6
MED,Rodrigo Santos,Fortaleza,Brasil B,Série B,25.0,1406,2028-12-31,False,40.0,32.0,36.0,27.45,50.9
EE,B. Cuello,Unión Santa Fe,Argentina A,Sul-americano,28.0,997,2026-12-31,True,33.0,39.0,36.0,28.42,46.6
LE,P. Ramírez,Deportivo Riestra,Argentina A,Sul-americano,26.0,1129,2028-12-31,False,42.0,30.0,36.0,27.91,44.7
VOL,F. Gino,Aldosivi,Argentina A,Sul-americano,33.0,1112,2026-12-31,True,40.0,33.0,36.0,27.01,33.6
ZE,S. Postel,Deportivo Cuenca,Equador A,Sul-americano,23.0,1197,2028-12-31,False,66.0,6.0,36.0,27.19,71.0
ZE,E. Proaño Nazareno,LDU Portoviejo,Equador B,Sul-americano,34.0,1202,2026-12-31,True,36.0,,36.0,,41.1
MEI,M. Rogoski,Nueva Chicago,Argentina B,Sul-americano,32.0,2013,2027-12-31,False,36.0,,36.0,,47.1
LD,S. España,Cumbayá,Equador B,Sul-americano,23.0,1260,,True,36.0,,36.0,,53.8
GOL,M. Mendoza,LDU Portoviejo,Equador B,Sul-americano,37.0,1273,,True,36.0,,36.0,,30.7
EE,B. Yáñez,O'Higgins,Chile,Sul-americano,25.0,1105,2027-12-31,False,10.0,62.0,36.0,29.78,22.0
GOL,F. Lanzillota,La Serena,Chile,Sul-americano,33.0,1344,2026-12-31,True,36.0,,36.0,,42.5
LE,Lucas Lovat,CRB,Brasil B,Série B,29.0,1941,2026-12-31,True,37.0,36.0,36.0,29.61,31.9
MED,V. Mejía,Cúcuta Deportivo,Colombia A,Sul-americano,33.0,1602,2026-12-31,True,34.0,39.0,36.0,27.95,27.1
LE,M. Recalde,Gimnasia Mendoza,Argentina A,Sul-americano,29.0,1006,,True,29.0,42.0,36.0,28.06,29.0
ED,J. Zapata,Once Caldas,Colombia A,Sul-americano,26.0,1631,2027-06-30,True,42.0,31.0,36.0,29.18,39.3
CA,A. Díaz,Deportivo Riestra,Argentina A,Sul-americano,26.0,1035,2028-12-31,False,26.0,46.0,36.0,28.55,22.9
ZD,Henri,CRB,Brasil B,Série B,24.0,1300,2027-12-31,False,48.0,23.0,36.0,28.7,52.0
LE,F. Hanashiro,Colegiales,Argentina B,Sul-americano,25.0,1980,2027-12-31,False,36.0,,36.0,,45.9
GOL,J. Lara,Universidad Católica,Equador A,Sul-americano,27.0,1022,,True,36.0,,36.0,,36.1
GOL,D. Martínez,Jaguares de Córdoba,Colombia A,Sul-americano,36.0,1121,2026-12-31,True,36.0,,36.0,,41.8
EE,Agustín Urzi,Univ. Concepción,Chile,Sul-americano,26.0,940,2027-12-31,False,56.0,16.0,36.0,27.43,61.5
ZD,E. Navarro,Ciudad de Bolívar,Argentina B,Sul-americano,25.0,2310,2026-12-31,True,36.0,,36.0,,36.0
MED,A. Colorado,Once Caldas,Colombia A,Sul-americano,27.0,1004,,True,47.0,26.0,36.0,27.2,42.9
CA,Miguel Aguirre Murillo Quintana,Deportivo Pereira,Colombia A,Sul-americano,19.0,1046,,True,23.0,49.0,36.0,28.12,28.4
CA,Perotti,Sport,Brasil B,Série B,28.0,2493,2026-11-30,True,50.0,22.0,36.0,28.44,54.2
ZD,F. Campos,Ñublense,Chile,Sul-americano,32.0,1003,2026-12-31,True,40.0,32.0,36.0,27.33,46.8
LD,K. Zúñiga,Portuguesa,Venezuela,Sul-americano,27.0,1016,2026-12-31,True,36.0,,36.0,,53.1
GOL,Vinicius Ferrari,Ponte Preta,Brasil B,Série B,23.0,906,2026-11-30,True,36.0,,36.0,,36.4
ZD,S. Álvarez,Nacional Potosí,Bolivia,Sul-americano,24.0,912,,True,36.0,,36.0,,40.6
CA,J. Obregón,Deportivo Pasto,Colombia A,Sul-americano,29.0,1092,,True,42.0,30.0,36.0,29.05,40.1
LE,F. Delgado,Deportivo Pereira,Colombia A,Sul-americano,27.0,1086,2026-12-31,True,25.0,48.0,36.0,28.04,30.2
MED,Vinicius Diniz,Operário-PR,Brasil B,Série B,27.0,2353,2027-12-31,False,32.0,39.0,36.0,27.33,37.0
EE,G. Alanís,Estudiantes Río Cuarto,Argentina A,Sul-americano,32.0,1238,2027-12-31,False,27.0,46.0,36.0,27.94,42.2
MED,J. Góngora,Gualaceo,Equador B,Sul-americano,34.0,1493,2026-12-31,True,36.0,,36.0,,37.0
EE,R. Rivas Torres,Fortaleza,Colombia A,Sul-americano,20.0,1177,,True,46.0,26.0,36.0,29.81,45.0
ED,L. Ayala,Sportivo Ameliano,Paraguai,Sul-americano,21.0,1155,,True,55.0,15.0,35.0,27.37,53.2
ZD,Wendel,Amora,Portugal C,Exterior,22.0,924,,True,35.0,,35.0,,40.0
MED,Paulo Vitor,Avaí,Brasil B,Série B,22.0,1515,2027-12-31,False,23.0,47.0,35.0,27.76,33.0
CA,J. Torres,Cerro Porteño,Paraguai,Sul-americano,29.0,1138,2027-12-31,False,50.0,20.0,35.0,27.14,45.4
CA,I. Ramirez Ferreira,Club Libertad,Paraguai,Sul-americano,22.0,1275,2026-12-31,True,18.0,52.0,35.0,28.27,15.7
MED,I. Gudiño,Caracas,Venezuela,Sul-americano,25.0,1126,2027-12-31,False,35.0,,35.0,,32.4
LE,A. Cruz,San Miguel,Argentina B,Sul-americano,26.0,1552,2026-12-31,True,35.0,,35.0,,44.7
GOL,A. Quintana,Independiente del Valle,Equador A,Sul-americano,32.0,2010,2028-12-31,False,35.0,,35.0,,37.5
LE,Lucas Barros,Vojvodina,Servia,Exterior,26.0,1743,2027-06-30,True,35.0,,35.0,,40.7
LE,J. Madera,Zamora,Venezuela,Sul-americano,27.0,1183,2026-12-31,True,35.0,,35.0,,50.4
MED,S. Gallucci,Agropecuario,Argentina B,Sul-americano,35.0,1404,2026-12-31,True,35.0,,35.0,,30.4
LE,R. Marín,Deportes Quindío,Colombia B,Sul-americano,25.0,1181,,True,35.0,,35.0,,35.9
ZD,F. Tévez,Ferro Carril Oeste,Argentina B,Sul-americano,27.0,1372,2028-12-31,False,35.0,,35.0,,34.3
CA,N. Servetto,Deportivo Madryn,Argentina B,Sul-americano,30.0,1365,2027-12-31,False,35.0,,35.0,,36.0
ZE,M. Padilla,Central Norte,Argentina B,Sul-americano,31.0,919,2026-12-31,True,35.0,,35.0,,36.0
GOL,Luis Vásquez,Atlético Bucaramanga,Colombia A,Sul-americano,30.0,990,2026-12-31,True,35.0,,35.0,,37.0
LE,J. Moreno,Bogotá,Colombia B,Sul-americano,24.0,2323,,True,35.0,,35.0,,44.1
LE,E. Espinoza,Lokomotiv Plovdiv,Bulgaria,Exterior,25.0,1632,2027-06-30,True,35.0,,35.0,,43.9
LE,F. Castet,Colón,Argentina B,Sul-americano,27.0,1002,2027-12-31,False,35.0,,35.0,,51.7
ZE,L. Moran,Deportes Quindío,Colombia B,Sul-americano,19.0,1846,,True,35.0,,35.0,,48.4
CA,Imanol Enríquez,Chaco For Ever,Argentina B,Sul-americano,26.0,1123,,True,35.0,,35.0,,33.3
CA,F. Villarreal,Los Andes,Argentina B,Sul-americano,21.0,1125,,True,35.0,,35.0,,35.6
LE,G. Mendoza,Independiente Petrolero,Bolivia,Sul-americano,22.0,1001,,True,35.0,,35.0,,33.5
VOL,Luiz Felipe,Náutico,Brasil B,Série B,28.0,1101,2026-11-30,True,33.0,37.0,35.0,29.08,45.7
ED,J. Quiñones Cuellar,Tigres,Colombia B,Sul-americano,20.0,1472,,True,35.0,,35.0,,33.0
GOL,F. Tinaglini,Panserraikos,Grecia,Exterior,27.0,2807,2027-06-30,True,35.0,,35.0,,25.0
LE,J. Rentería Rubio,Leones,Colombia B,Sul-americano,27.0,1386,,True,35.0,,35.0,,53.2
LD,Railan,Cuiabá,Brasil B,Série B,26.0,1538,2027-12-31,False,43.0,27.0,35.0,29.07,51.9
LE,N. Cháves,Chacarita Juniors,Argentina B,Sul-americano,25.0,1273,2026-12-31,True,35.0,,35.0,,44.7
LD,A. Gutiérrez,Atlético Bucaramanga,Colombia A,Sul-americano,28.0,1578,2026-12-31,True,63.0,7.0,35.0,27.27,72.3
CA,Lucca,Ceará,Brasil B,Série B,23.0,1200,2027-12-31,False,43.0,27.0,35.0,27.92,50.9
ZE,Lyncon,CRB,Brasil B,Série B,21.0,916,2026-11-30,True,35.0,,35.0,,37.0
LE,A. Gordillo,Alianza Atlético,Peru,Sul-americano,32.0,1821,2026-12-31,True,32.0,38.0,35.0,28.78,42.6
GOL,L. Mejía,Nacional,Uruguai,Sul-americano,35.0,1440,2026-12-31,True,35.0,,35.0,,27.3
CA,E. Salcedo,OFI,Grecia,Exterior,24.0,2011,2026-06-30,True,46.0,24.0,35.0,27.41,48.4
ZD,David Valdez,Chaco For Ever,Argentina B,Sul-americano,33.0,1967,2026-12-31,True,35.0,,35.0,,32.1
LE,J. Livera,Deportivo Morón,Argentina B,Sul-americano,26.0,1910,,True,35.0,,35.0,,52.7
ZD,J. González,Sportivo Ameliano,Paraguai,Sul-americano,34.0,2655,2026-12-31,True,47.0,23.0,35.0,28.17,51.0
ZD,E. Espinoza,Deportivo Santo Domingo,Equador B,Sul-americano,25.0,1493,2026-12-31,True,35.0,,35.0,,38.5
ED,J. Burgos,LDU Portoviejo,Equador B,Sul-americano,24.0,1552,,True,35.0,,35.0,,33.6
ZE,V. Aguiñagalde,Temperley,Argentina B,Sul-americano,21.0,2127,,True,35.0,,35.0,,35.3
ED,Geandry Vásquez,Deportivo Santo Domingo,Equador B,Sul-americano,20.0,1097,,True,35.0,,35.0,,34.7
CA,G. Rivero,Deportivo Cuenca,Equador A,Sul-americano,34.0,1010,2026-12-31,True,40.0,30.0,35.0,27.36,38.9
MED,J. Medina,Cuenca Juniors,Equador B,Sul-americano,26.0,1413,2026-12-31,True,35.0,,35.0,,41.2
EE,Jay Quintero,El Nacional,Equador B,Sul-americano,17.0,1084,,True,35.0,,35.0,,50.8
ZD,L. González Pírez,Estudiantes,Argentina A,Sul-americano,34.0,1302,2027-06-30,True,61.0,8.0,34.0,27.72,57.1
CA,M. Pino,Godoy Cruz,Argentina B,Sul-americano,28.0,2149,2026-12-31,True,34.0,,34.0,,41.0
ED,M. González,Volos NFC,Grecia,Exterior,24.0,1024,2028-06-30,False,42.0,27.0,34.0,28.04,47.1
LD,M. Lazo,Melgar,Peru,Sul-americano,23.0,1837,,True,52.0,16.0,34.0,29.43,61.5
LD,E. Rubio,Delfin,Equador A,Sul-americano,23.0,2090,,True,46.0,21.0,34.0,28.82,56.4
ZD,M. Carabajal,Independiente del Valle,Equador A,Sul-americano,29.0,1659,2027-12-31,False,47.0,22.0,34.0,28.2,53.7
ZE,J. Vallejos,Rubio Ñú,Paraguai,Sul-americano,22.0,2035,2026-12-31,True,49.0,19.0,34.0,28.08,56.2
VOL,V. Griffith,Emelec,Equador A,Sul-americano,25.0,2102,2026-12-31,True,46.0,23.0,34.0,27.37,52.9
LD,J. Troya,Manta,Equador A,Sul-americano,25.0,1165,2026-12-31,True,53.0,16.0,34.0,27.9,60.5
CA,L. Hernández,Cúcuta Deportivo,Colombia A,Sul-americano,25.0,1389,2028-06-30,False,41.0,28.0,34.0,29.02,40.5
LD,Y. Rosales,Alianza,Colombia A,Sul-americano,25.0,1743,2026-12-31,True,47.0,20.0,34.0,29.39,63.3
ZD,J. Tiznado,Cobresal,Chile,Sul-americano,31.0,1577,2026-12-31,True,40.0,28.0,34.0,27.67,48.7
LE,E. Valencia,Universidad Católica,Equador A,Sul-americano,23.0,1485,,True,26.0,41.0,34.0,28.47,37.4
MED,Carlos Maranhão,Bahrain SC,Bahrain,Exterior,24.0,1480,,True,34.0,,34.0,,29.0
LE,Y. Cumaná,UCV,Venezuela,Sul-americano,29.0,1129,2026-12-31,True,34.0,,34.0,,57.5
CA,Lionel Altamirano,Huachipato,Chile,Sul-americano,33.0,1518,2026-12-31,True,62.0,6.0,34.0,27.5,53.0
ED,Ryan Lima,Vila Nova,Brasil B,Série B,25.0,1467,2028-11-30,False,27.0,40.0,34.0,29.05,27.6
LE,J. Caicedo,Técnico Universitario,Equador A,Sul-americano,22.0,922,2026-12-31,True,35.0,32.0,34.0,28.62,43.0
ED,E. Zambrano,Orense,Equador A,Sul-americano,18.0,1089,,True,39.0,30.0,34.0,28.66,36.6
EE,F. Londoño,Deportivo La Guaira,Venezuela,Sul-americano,26.0,1238,2026-12-31,True,34.0,,34.0,,51.0
LE,F. Álvarez,Tigre,Argentina A,Sul-americano,32.0,1482,2027-12-31,False,40.0,29.0,34.0,28.23,38.7
MED,J. Jiménez,Manta,Equador A,Sul-americano,32.0,1696,2026-12-31,True,43.0,24.0,34.0,27.08,34.2
ZD,M. Rodríguez,Unión Santa Fe,Argentina A,Sul-americano,23.0,1989,2028-12-31,False,53.0,16.0,34.0,28.04,56.9
ZD,A. Aguirre,Deportes Limache,Chile,Sul-americano,27.0,1818,2027-12-31,False,44.0,23.0,34.0,27.98,41.5
MED,C. Valencia,Libertad,Equador A,Sul-americano,27.0,1590,2026-12-31,True,39.0,30.0,34.0,27.33,39.3
EE,C. Penilla,Alianza Atlético,Peru,Sul-americano,35.0,1579,2026-12-31,True,35.0,34.0,34.0,29.62,50.0
LD,Santiago Moyano,Central Córdoba SdE,Argentina A,Sul-americano,28.0,1432,2027-12-31,False,34.0,,34.0,,30.5
LD,J. Feliú,Nacional Asunción,Paraguai,Sul-americano,25.0,1363,,True,17.0,52.0,34.0,29.33,13.6
ZE,A. Irazoque,Inter Bogotá,Colombia A,Sul-americano,26.0,2068,2027-12-31,False,14.0,55.0,34.0,29.19,34.3
ZE,Ignacio Fernandez,Boston River,Uruguai,Sul-americano,17.0,1025,,True,22.0,45.0,34.0,27.58,23.6
CA,Marcelinho,Al Dhafra,Emirados,Exterior,23.0,1084,,True,29.0,39.0,34.0,28.1,33.7
CA,R. Espinosa,Unirea Slobozia,Romenia,Exterior,27.0,1466,2026-06-30,True,33.0,,33.0,,32.6
MED,A. Alonso,Deportivo Riestra,Argentina A,Sul-americano,28.0,1705,2029-12-31,False,23.0,43.0,33.0,27.26,21.2
CA,J. Martínez,Almirante Brown,Argentina B,Sul-americano,27.0,1091,2026-12-31,True,33.0,,33.0,,35.3
ZE,J. Mera,Tolima,Colombia A,Sul-americano,24.0,965,2027-06-30,True,17.0,49.0,33.0,29.27,34.0
ZD,L. Correa,Cerro Largo,Uruguai,Sul-americano,30.0,2101,2026-12-31,True,43.0,23.0,33.0,27.36,43.1
ZD,Messias,Juventude,Brasil B,Série B,31.0,1645,2027-12-31,False,35.0,31.0,33.0,29.93,45.1
ZD,A. Lorenzo,Orense,Equador A,Sul-americano,28.0,1752,2026-12-31,True,29.0,37.0,33.0,28.66,36.3
CA,V. Robaldo,Alianza Atlético,Peru,Sul-americano,26.0,980,,True,48.0,18.0,33.0,27.58,44.8
CA,J. Miritello,Fortaleza,Brasil B,Série B,27.0,1800,2026-12-31,True,48.0,18.0,33.0,28.22,55.9
GOL,Juan Espitia,Patriotas Boyacá,Colombia B,Sul-americano,26.0,1491,2026-12-31,True,33.0,,33.0,,25.0
LE,F. Cardozo,San Miguel,Argentina B,Sul-americano,31.0,1525,,True,33.0,,33.0,,50.4
MED,José Ordóñez,Independiente Yumbo,Colombia B,Sul-americano,22.0,1411,,True,33.0,,33.0,,25.5
ZE,Matheus Dario,Felgueiras 1932,Portugal B,Exterior,22.0,2267,2026-06-30,True,43.0,23.0,33.0,27.72,46.1
VOL,J. Fuentes,Cobresal,Chile,Sul-americano,31.0,968,2026-12-31,True,35.0,31.0,33.0,27.64,29.7
ED,M. Amondarain,Estudiantes,Argentina A,Sul-americano,21.0,1224,2031-06-30,False,34.0,32.0,33.0,28.21,29.8
LD,P. Bonilla,Anzoátegui FC,Venezuela,Sul-americano,26.0,1074,2026-12-31,True,33.0,,33.0,,49.7
CA,L. Arfaras,San Martín Tucumán,Argentina B,Sul-americano,20.0,949,,True,33.0,,33.0,,38.6
LD,F. Provenzano Galeazzi,Deportivo Táchira,Venezuela,Sul-americano,21.0,1072,2028-12-31,False,33.0,,33.0,,46.2
LE,A. Castillo,Cobresal,Chile,Sul-americano,27.0,959,,True,19.0,47.0,33.0,29.13,16.2
ZD,R. Gómez,Always Ready,Bolivia,Sul-americano,27.0,999,2026-12-31,True,33.0,,33.0,,41.3
ZD,Pedro Sosa,2 de Mayo,Paraguai,Sul-americano,34.0,1888,2026-12-31,True,48.0,18.0,33.0,27.49,46.1
ZD,M. Araujo,Sporting Cristal,Peru,Sul-americano,31.0,1446,2026-12-31,True,30.0,36.0,33.0,28.74,40.6
ZE,Guilherme,Académica,Portugal C,Exterior,25.0,2047,2026-06-30,True,33.0,,33.0,,29.9
GOL,W. Fariñez,Inter Bogotá,Colombia A,Sul-americano,28.0,1952,2027-12-31,False,33.0,,33.0,,33.7
VOL,Kilian Toscano,Santa Fe,Colombia A,Sul-americano,22.0,1147,2028-12-31,False,33.0,,33.0,,34.8
LE,N. Brunet,Godoy Cruz,Argentina B,Sul-americano,26.0,1228,2026-12-31,True,32.0,,32.0,,50.0
ZD,R. Garcés,Alianza Lima,Peru,Sul-americano,30.0,1944,2028-12-31,False,54.0,10.0,32.0,27.26,63.4
ZD,J. Cuenú,Operário-PR,Brasil B,Série B,31.0,1775,2026-11-30,True,49.0,16.0,32.0,28.61,55.3
ZE,N. Goitea,Newell's Old Boys,Argentina A,Sul-americano,29.0,1133,2026-12-31,True,25.0,40.0,32.0,28.6,28.5
LD,D. Morosini,Juventud,Uruguai,Sul-americano,22.0,1011,2028-12-31,False,50.0,15.0,32.0,28.9,46.4
CA,J. Perales,Midland,Argentina B,Sul-americano,25.0,1356,,True,32.0,,32.0,,41.2
VOL,J. Martínez Bello,Leones,Colombia B,Sul-americano,21.0,950,,True,32.0,,32.0,,42.9
MED,Xavier,Portimonense,Portugal B,Exterior,26.0,1827,2026-06-30,True,26.0,37.0,32.0,28.35,27.4
ZE,D. Gonzáles,Los Chankas,Peru,Sul-americano,29.0,1791,2026-12-31,True,22.0,42.0,32.0,28.84,28.2
ED,L. Colitto,Cusco,Peru,Sul-americano,32.0,1393,2027-12-31,False,48.0,17.0,32.0,28.05,56.7
CA,David,Ponte Preta,Brasil B,Série B,26.0,1134,2027-12-31,False,32.0,,32.0,,37.4
LE,Agustín Quiroga,Estudiantes Río Cuarto,Argentina A,Sul-americano,24.0,1250,2027-12-31,False,41.0,23.0,32.0,28.87,45.7
LE,J. Monaga,Deportivo Santo Domingo,Equador B,Sul-americano,28.0,1579,2026-12-31,True,32.0,,32.0,,44.7
EE,A. Cruz,Juventud,Uruguai,Sul-americano,25.0,1124,2026-12-31,True,30.0,35.0,32.0,28.7,52.5
CA,N. Cordero,Aldosivi,Argentina A,Sul-americano,27.0,1168,2027-12-31,False,35.0,30.0,32.0,27.6,40.0
CA,M. Álvarez,Tristán Suárez,Argentina B,Sul-americano,29.0,1250,2026-12-31,True,32.0,,32.0,,37.6
CA,Valdívia,Jeonnam Dragons,Coreia B,Exterior,31.0,2019,2026-12-31,True,32.0,,32.0,,36.3
ZE,João Muniz,Sporting CP II,Portugal B,Exterior,20.0,1943,2028-06-30,False,56.0,8.0,32.0,27.67,59.2
ZE,Bruno Ramires,Hapoel Haifa,Israel,Exterior,32.0,1483,,True,12.0,51.0,32.0,29.59,15.9
EE,K. Londoño,Atlético Bucaramanga,Colombia A,Sul-americano,32.0,1359,2026-12-31,True,28.0,37.0,32.0,27.99,39.7
LE,Y. Oyarzo Barragán,Racing,Uruguai,Sul-americano,18.0,1248,2028-12-31,False,41.0,22.0,32.0,28.18,45.2
LD,L. Fernández,Central Español,Uruguai,Sul-americano,24.0,1416,,True,57.0,8.0,32.0,28.05,61.7
EE,Y. Zapata,CD Moquegua,Peru,Sul-americano,25.0,1747,2026-12-31,True,16.0,49.0,32.0,29.49,27.1
LE,M. Duarte,Cúcuta Deportivo,Colombia A,Sul-americano,34.0,1468,,True,41.0,23.0,32.0,27.62,47.3
LD,Diego Ferraresso,Slavia Sofia,Bulgaria,Exterior,34.0,3175,2027-06-30,True,32.0,,32.0,,27.3
MEI,Tailson,Spartak Varna,Bulgaria,Exterior,27.0,1386,2027-06-30,True,32.0,,32.0,,32.4
LE,D. Carrillo,UCV,Venezuela,Sul-americano,30.0,1000,2026-12-31,True,32.0,,32.0,,52.1
CA,M. Marulanda,Envigado,Colombia B,Sul-americano,18.0,1429,,True,32.0,,32.0,,34.2
LE,T. Silva,Platense,Argentina A,Sul-americano,23.0,1640,2028-12-31,False,32.0,33.0,32.0,28.26,28.0
ZE,J. Marrufo,Macará,Equador A,Sul-americano,30.0,1857,2026-12-15,True,36.0,28.0,32.0,29.14,54.0
ZD,S. Salcedo,Newell's Old Boys,Argentina A,Sul-americano,28.0,1371,2027-12-31,False,53.0,12.0,32.0,27.61,50.2
MEI,R. Gonzales,Vukovar,Croacia,Exterior,27.0,3171,,True,32.0,,32.0,,49.7
LD,F. Franco,Sportivo Ameliano,Paraguai,Sul-americano,27.0,2345,2026-12-31,True,46.0,19.0,32.0,28.92,52.8
CA,Matheus Saldanha,Al Sharjah,Emirados,Exterior,26.0,905,2028-06-30,False,34.0,31.0,32.0,29.31,37.8
ZD,P. Boolsen,Deportivo Cuenca,Equador A,Sul-americano,28.0,1790,2026-12-31,True,45.0,18.0,32.0,27.7,54.5
LD,J. Ginzo,Deportivo Maldonado,Uruguai,Sul-americano,24.0,2039,2027-07-31,False,53.0,10.0,32.0,27.5,47.4
LE,A. Barbotte,Guaraní,Paraguai,Sul-americano,24.0,1360,2026-12-31,True,55.0,9.0,32.0,27.46,63.1
EE,D. Vera,Athletic,Brasil B,Série B,23.0,1011,2026-12-31,True,21.0,43.0,32.0,29.33,46.2
ZE,N. Gil,Deportivo Pasto,Colombia A,Sul-americano,29.0,2116,,True,18.0,46.0,32.0,28.23,40.7
MED,M. Pittón,Unión Santa Fe,Argentina A,Sul-americano,31.0,1704,2026-12-31,True,39.0,26.0,32.0,27.21,24.6
LD,J. Colorado,Monagas,Venezuela,Sul-americano,25.0,911,2026-12-31,True,32.0,,32.0,,39.2
EE,J. Betancourt,FC Cajamarca,Peru,Sul-americano,31.0,942,2026-12-31,True,40.0,24.0,32.0,29.79,48.8
LE,E. Wuattier,Atlético Rafaela,Argentina B,Sul-americano,21.0,2161,2026-12-31,True,32.0,,32.0,,45.4
LE,X. Moreno,Deportivo Garcilaso,Peru,Sul-americano,23.0,1102,2027-12-31,False,16.0,47.0,32.0,29.07,20.5
MED,H. Caballero,Club Libertad,Paraguai,Sul-americano,35.0,1169,2026-12-31,True,44.0,20.0,32.0,27.41,29.7
ZD,F. Aguilar,Deportivo Cali,Colombia A,Sul-americano,33.0,1604,2027-12-31,False,37.0,27.0,32.0,28.07,45.8
CA,A. Chére Ayoví,Libertad,Equador A,Sul-americano,29.0,1515,2026-12-31,True,31.0,33.0,32.0,28.07,32.2
GOL,J. Lungarzo,Estudiantes Caseros,Argentina B,Sul-americano,33.0,1747,2027-12-31,False,32.0,,32.0,,24.5
EE,K. Velasco,Mushuc Runa,Equador A,Sul-americano,26.0,1506,2026-12-31,True,36.0,28.0,32.0,29.9,53.8
ZD,M. González,Boston River,Uruguai,Sul-americano,32.0,1452,2026-12-31,True,44.0,19.0,32.0,28.41,43.1
ZD,K. Mantilla,Medellín,Colombia A,Sul-americano,23.0,995,2027-12-31,False,47.0,16.0,32.0,28.35,54.9
ZD,I. Rodríguez,Central Español,Uruguai,Sul-americano,22.0,1675,2026-11-14,True,45.0,20.0,32.0,29.14,33.9
