jogador,Team,clube,Position,idade,valor,contrato,Matches played,minutos,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",nascido_em,passaporte,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",liga,"Conversão de penaltis, %",Aerial duels per 90.1,pos11,mercado,sul_americano,ocupa_vaga_estrangeiro,"Aerial duels won, %_pct",Passes to penalty area per 90_pct,Progressive runs per 90_pct,Touches in box per 90_pct,Long passes per 90_pct,"Defensive duels won, %_pct",Head goals per 90_pct,xG per 90_pct,Crosses per 90_pct,Key passes per 90_pct,Successful defensive actions per 90_pct,Smart passes per 90_pct,Free kicks per 90_pct,Progressive passes per 90_pct,"Save rate, %_pct",Corners per 90_pct,Exits per 90_pct,Shots per 90_pct,Prevented goals per 90_pct,PAdj Interceptions_pct,"Accurate passes, %_pct",Accelerations per 90_pct,Fouls suffered per 90_pct,xA per 90_pct,aderencia,criterios_com_dado,chave,nivel_overall,rank_na_liga,nivel_ofensivo,nivel_defensivo,nivel_passe,nivel_bola_parada,nivel_fisico,aderencia_ajustada,nota,livre,ordem
R. Barrios,Barracas Central,Barracas Central,"RWB, RB",33.0,125000,2026-12-31,14,979,0,0.0,0,0.24,16.18,44.32,Argentina,Argentina,direito,178,76,sim,8.18,6.53,47.89,1.75,47.37,0.64,0.72,0.09,4.41,4.93,1.93,2,0.18,0,0.0,1.1,0.0,0,0.0,0.0,0,0.0,1,0.09,0.0,0.0,0.0,2.39,19.23,0.0,0.0,2.39,19.23,0.46,1.75,36.84,4.87,35.85,0.18,1.2,0.28,19.77,1.56,0.83,30.43,67.07,12.41,57.78,5.06,87.27,7.72,69.05,24.82,74.07,3.49,47.37,16.91,27.3,0.02,0.46,0.0,0.0,0.0,0.0,0.09,3.49,52.63,2.21,16.67,0.09,100.0,0.0,0.37,6.71,64.38,0,,0,,0,0.0,0.0,0.0,,,0.37,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,LD,Sul-americano,True,True,50.0,36.76470588235294,44.11764705882353,5.88235294117647,23.52941176470588,2.941176470588235,44.11764705882353,7.352941176470589,55.88235294117647,8.823529411764707,20.588235294117645,27.941176470588236,44.11764705882353,29.411764705882355,51.470588235294116,39.705882352941174,,8.823529411764707,,23.52941176470588,11.76470588235294,70.58823529411765,55.88235294117647,13.23529411764706,29.9,6,r barrios,23.78,41.0,20.81,61.94,35.68,0.0,37.44,14.899999999999999,19.3,True,1
C. Ferreira,Atlético Tucumán,Atlético Tucumán,RCB,23.0,0,2026-12-31,15,1303,2,2.43,1,0.76,15.47,62.5,Paraguay,Paraguay,,0,0,sim,9.74,4.08,72.88,8.08,67.52,0.41,0.54,0.9,6.35,8.31,0.55,4,0.28,0,0.0,0.62,0.14,2,0.14,0.17,1,0.07,16,1.11,37.5,12.5,0.07,0.48,14.29,0.07,100.0,0.41,0.0,0.14,0.55,25.0,1.66,33.33,1.24,0.48,0.0,17.48,0.14,0.76,29.84,71.99,16.3,57.63,0.69,100.0,10.98,91.19,20.79,83.39,8.7,46.83,28.32,46.28,0.05,0.35,0.0,0.14,0.0,0.0,0.14,7.39,51.4,1.17,17.65,0.69,30.0,0.41,0.07,7.94,67.83,0,,0,,0,0.0,0.0,0.0,,,0.48,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,90.0,92.5,51.24999999999999,100.0,90.0,70.0,85.0,100.0,90.0,90.0,73.75,43.75,40.0,57.49999999999999,51.24999999999999,51.24999999999999,,100.0,,78.75,10.0,26.25,76.25,92.5,79.7,7,c ferreira,64.14,4.0,44.22,82.33,50.14,0.0,27.18,64.7,64.4,True,2
N. Zalazar,Aldosivi,Aldosivi,"RCB, LCB",29.0,300000,2026-12-31,18,1731,0,0.53,1,0.73,12.89,63.71,Argentina,Argentina,direito,185,79,sim,8.79,4.73,68.13,4.94,62.11,0.1,0.13,0.57,5.46,7.03,0.94,1,0.05,1,0.05,0.83,0.0,0,0.0,0.03,0,0.0,9,0.47,33.33,0.0,0.05,0.42,87.5,0.05,100.0,0.31,83.33,0.0,0.36,85.71,1.51,62.07,0.57,1.56,0.21,21.94,0.42,0.57,35.93,81.19,17.0,71.25,1.98,97.37,13.73,92.8,26.31,88.93,9.2,58.76,23.93,38.42,0.04,0.62,0.0,0.0,0.0,0.0,0.21,7.18,62.32,1.46,50.0,0.31,50.0,0.57,0.36,9.62,75.14,0,,0,,0,0.0,0.0,0.0,,,1.35,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,72.5,100.0,92.5,55.00000000000001,95.0,40.0,33.75,38.75,87.5,97.5,52.5,43.75,40.0,77.5,51.24999999999999,51.24999999999999,,70.0,,47.5,50.0,92.5,60.0,90.0,69.8,7,n zalazar,56.39,11.0,56.31,73.47,73.55,0.0,28.56,54.8,55.6,True,2
M. Catalán,Talleres Córdoba,Talleres Córdoba,RCB,33.0,2000000,2026-12-31,17,1483,0,0.27,2,1.5,9.65,57.23,Argentina,"Argentina, Chile",direito,182,79,sim,7.04,3.16,63.46,3.64,58.33,0.12,0.19,0.42,4.92,7.59,0.49,1,0.06,0,0.0,0.55,0.0,0,0.0,0.02,0,0.0,6,0.36,16.67,0.0,0.12,0.73,50.0,0.0,0.0,0.73,50.0,0.06,0.18,66.67,0.91,46.67,0.55,1.34,0.3,31.86,0.49,0.24,46.24,86.75,18.21,75.67,3.03,100.0,21.6,94.38,38.54,91.65,6.98,63.48,23.58,37.28,0.09,0.61,0.0,0.0,0.12,0.0,0.24,6.07,67.0,0.97,43.75,0.49,12.5,0.3,0.36,9.16,76.16,0,,0,,0,0.0,0.0,0.0,,,2.18,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,52.5,77.5,87.5,50.0,65.0,20.0,33.75,22.5,100.0,100.0,7.5,97.5,40.0,75.0,51.24999999999999,51.24999999999999,,47.5,,62.5,82.5,97.5,20.0,100.0,61.1,7,m catalan,53.15,15.0,46.02,69.0,69.27,0.0,26.5,46.1,49.6,True,2
K. Jappert,Barracas Central,Barracas Central,RCB,22.0,0,2026-12-31,14,1063,1,1.01,0,0.32,13.29,61.78,Argentina,Argentina,direito,189,0,sim,9.74,4.15,69.39,3.81,66.67,0.51,0.61,0.25,6.35,7.58,0.51,1,0.08,0,0.0,1.1,0.08,1,0.08,0.09,0,0.0,8,0.68,25.0,12.5,0.0,0.34,50.0,0.0,0.0,0.34,50.0,0.0,1.02,75.0,3.13,43.24,0.59,0.59,0.17,16.43,0.59,0.68,30.06,77.46,15.24,64.44,1.27,93.33,10.58,92.0,23.62,86.02,6.1,45.83,19.85,33.64,0.03,0.17,0.0,0.0,0.0,0.0,0.08,5.67,56.72,0.85,20.0,0.25,0.0,0.08,0.17,7.54,60.67,0,,0,,0,0.0,0.0,0.0,,,0.76,,0.08,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,87.5,70.0,60.0,57.49999999999999,47.5,47.5,33.75,87.5,80.0,80.0,73.75,43.75,96.25,50.0,51.24999999999999,51.24999999999999,,85.0,,58.75,17.5,83.75,67.5,85.0,61.7,7,k jappert,51.29,18.0,40.34,77.03,46.91,0.0,30.48,46.7,49.0,True,2
G. Maffini,Estudiantes Río Cuarto,Estudiantes Río Cuarto,RCB,33.0,100000,2026-12-31,16,1563,0,0.76,1,0.38,16.7,65.86,Argentina,Argentina,direito,191,86,sim,11.8,6.97,66.94,6.74,70.94,0.75,0.98,0.81,6.39,8.39,0.86,3,0.17,1,0.06,0.12,0.0,0,0.0,0.04,0,0.0,7,0.4,28.57,0.0,0.06,0.12,0.0,0.06,0.0,0.06,0.0,0.06,0.17,0.0,0.81,28.57,0.86,0.17,0.0,12.03,0.12,0.52,28.04,72.9,16.35,61.62,1.67,96.55,7.77,86.67,20.61,81.84,7.31,48.82,23.59,40.09,0.02,0.12,0.0,0.0,0.0,0.0,0.06,5.18,46.67,0.23,25.0,0.29,40.0,0.17,0.0,7.08,68.29,0,,0,,0,0.0,0.0,0.0,,,1.32,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,95.0,22.5,10.0,81.25,72.5,37.5,33.75,51.24999999999999,51.24999999999999,65.0,90.0,43.75,40.0,45.0,51.24999999999999,51.24999999999999,,53.75,,85.0,12.5,26.25,55.00000000000001,73.75,63.1,7,g maffini,46.02,33.0,21.81,83.16,43.75,0.0,29.19,48.1,47.1,True,2
D. Arboleda,San Lorenzo,San Lorenzo,RCB,31.0,700000,2026-12-31,18,1703,0,0.36,0,0.0,12.37,73.5,Colombia,Colombia,direito,190,83,sim,12.42,5.71,79.63,3.28,72.58,0.11,0.14,0.85,7.77,10.14,0.37,2,0.11,0,0.0,0.32,0.0,0,0.0,0.02,0,0.0,2,0.11,50.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.05,0.26,100.0,1.16,63.64,0.16,0.42,0.05,12.42,0.16,0.21,26.53,83.47,12.26,73.28,0.79,93.33,12.0,92.95,22.88,87.53,3.49,60.61,20.98,33.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,71.11,0.21,0.0,0.11,50.0,0.0,0.05,5.5,51.92,0,,0,,0,0.0,0.0,0.0,,,0.48,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,97.5,16.25,40.0,5.0,12.5,97.5,33.75,22.5,57.49999999999999,25.0,100.0,43.75,40.0,17.5,51.24999999999999,51.24999999999999,,5.0,,100.0,61.25000000000001,55.00000000000001,12.5,22.5,54.8,7,d arboleda,47.45,29.0,25.97,93.84,32.23,0.0,30.66,39.8,43.6,True,2
D. Mondino,Gimnasia Mendoza,Gimnasia Mendoza,RCB,31.0,375000,2026-12-31,14,1192,0,0.32,0,0.0,13.36,63.28,Argentina,Argentina,direito,183,79,sim,10.04,6.42,75.29,4.53,56.67,0.08,0.1,0.6,5.13,7.01,0.38,3,0.23,0,0.0,0.08,0.0,0,0.0,0.02,0,0.0,2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,100.0,0.68,55.56,0.23,0.3,0.0,19.71,0.23,0.45,34.96,79.91,18.65,70.04,1.89,92.0,12.23,93.83,26.73,86.16,8.23,59.63,24.04,37.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,63.64,0.0,0.0,0.0,0.0,0.15,0.0,10.19,67.41,0,,0,,0,0.0,0.0,0.0,,,1.36,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,37.5,3.75,32.5,7.5,85.0,80.0,33.75,22.5,13.750000000000002,25.0,82.5,43.75,40.0,90.0,51.24999999999999,51.24999999999999,,12.5,,45.0,32.5,26.25,45.0,22.5,55.0,7,d mondino,45.95,34.0,27.9,78.49,48.26,0.0,25.6,40.0,43.0,True,2
E. Amor,San Lorenzo,San Lorenzo,"CB, RCB, LCB",31.0,400000,2026-12-31,18,1720,1,0.32,0,0.05,13.6,64.23,Argentina,Argentina,direito,190,79,sim,8.37,4.92,75.53,6.02,54.78,0.21,0.3,0.63,4.45,6.47,0.52,2,0.1,0,0.0,0.1,0.05,1,0.05,0.02,1,0.05,4,0.21,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.42,75.0,0.37,0.0,0.05,24.59,0.26,0.05,38.41,86.78,14.65,76.79,1.47,96.43,18.58,94.37,34.06,90.94,4.34,54.22,20.34,36.26,0.0,0.1,0.0,0.0,0.0,0.0,0.05,2.62,54.0,0.21,25.0,0.1,0.0,0.05,0.0,6.54,61.6,0,,0,,0,0.0,0.0,0.0,,,1.1,,0.05,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,25.0,16.25,3.75,26.25,25.0,85.0,71.25,22.5,13.750000000000002,55.00000000000001,35.0,43.75,83.75,32.5,51.24999999999999,51.24999999999999,,18.75,,35.0,85.0,55.00000000000001,2.5,22.5,46.0,7,e amor,46.98,30.0,29.21,74.63,43.62,0.0,24.81,31.0,39.0,True,2
J. Romaña,León,San Lorenzo,"CB, RCB",27.0,1800000,2026-12-31,15,1451,0,0.16,0,0.1,14.7,62.03,Colombia,Colombia,direito,185,79,sim,9.24,5.09,71.95,4.78,61.04,0.06,0.09,0.62,5.52,8.09,0.74,4,0.25,0,0.0,0.19,0.0,0,0.0,0.01,0,0.0,2,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.37,50.0,2.92,46.81,0.31,1.3,0.06,17.68,0.19,0.93,30.64,83.6,11.29,69.78,1.55,88.0,15.01,95.04,27.42,88.24,3.1,46.0,20.01,33.01,0.01,0.06,0.0,0.0,0.0,0.0,0.06,2.79,66.67,0.31,20.0,0.19,33.33,0.0,0.0,4.09,56.06,0,,0,,0,0.0,0.0,0.0,,,0.87,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,67.5,37.5,85.0,12.5,5.0,67.5,33.75,7.5,51.24999999999999,65.0,60.0,43.75,40.0,2.5,51.24999999999999,51.24999999999999,,7.5,,75.0,67.5,63.74999999999999,87.5,55.00000000000001,46.5,7,j romana,44.75,38.0,37.67,77.34,36.64,0.0,30.21,31.5,38.1,True,2
R. Giampaoli,Gimnasia La Plata,Gimnasia La Plata,"RCB, LCB",26.0,1000000,2026-12-31,18,1558,0,0.68,0,0.0,14.15,61.63,Argentina,"Argentina, Italy",direito,187,80,sim,12.25,6.01,73.08,6.01,57.69,0.35,0.42,1.16,7.51,9.15,0.64,5,0.29,0,0.0,0.12,0.0,0,0.0,0.04,0,0.0,7,0.4,14.29,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.12,50.0,0.64,36.36,0.4,0.23,0.0,16.0,0.17,0.23,29.11,80.16,14.96,73.36,1.96,94.12,9.01,88.46,24.78,85.31,4.27,51.35,20.72,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,60.87,0.17,33.33,0.12,0.0,0.06,0.0,7.05,59.02,0,,0,,0,0.0,0.0,0.0,,,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,47.5,10.0,15.0,32.5,20.0,72.5,33.75,51.24999999999999,35.0,25.0,97.5,43.75,40.0,41.25,51.24999999999999,51.24999999999999,,53.75,,92.5,37.5,26.25,16.25,22.5,41.4,7,r giampaoli,46.23,32.0,23.09,85.54,42.18,0.0,26.73,26.4,36.3,True,2
R. Orihuela,Sarmiento,Sarmiento,RCB,25.0,750000,2026-12-31,11,1037,1,0.85,0,0.01,15.27,59.66,Uruguay,"Uruguay, Italy",direito,184,78,sim,8.59,6.08,60.0,4.86,57.14,0.26,0.4,0.69,4.69,7.26,1.22,1,0.09,0,0.0,0.69,0.09,1,0.09,0.07,1,0.09,6,0.52,83.33,16.667,0.0,0.26,0.0,0.09,0.0,0.17,0.0,0.0,0.35,75.0,1.65,63.16,0.78,1.39,0.17,16.75,0.69,1.13,29.07,78.81,14.84,70.18,2.0,86.96,9.2,94.34,23.35,84.76,5.47,57.14,22.67,38.28,0.0,0.09,0.0,0.0,0.0,0.0,0.0,3.65,52.38,0.87,10.0,0.26,0.0,0.09,0.0,7.03,62.96,0,,0,,0,0.0,0.0,0.0,,,1.39,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,42.5,72.5,90.0,75.0,40.0,10.0,93.75,73.75,68.75,25.0,42.5,43.75,40.0,37.5,51.24999999999999,51.24999999999999,,77.5,,50.0,27.500000000000004,83.75,95.0,22.5,37.7,7,r orihuela,49.25,26.0,44.71,68.44,39.83,0.0,32.87,22.700000000000003,36.0,True,2
L. Souto,Defensa y Justicia,Defensa y Justicia,"RCB, RB",27.0,1200000,2026-12-31,18,1642,1,1.33,0,0.11,16.17,56.95,Argentina,"Argentina, Italy",direito,180,73,sim,9.43,5.97,62.39,4.44,59.26,0.05,0.08,0.11,5.65,8.35,0.99,0,0.0,0,0.0,0.55,0.05,1,0.05,0.07,0,0.0,6,0.33,33.33,16.667,0.0,0.55,20.0,0.0,0.0,0.55,20.0,0.05,0.66,50.0,3.89,42.25,0.71,0.93,0.27,23.51,1.43,0.38,37.0,80.74,16.5,72.09,5.1,95.7,8.71,88.68,32.67,84.73,3.84,54.29,17.59,31.4,0.01,0.05,0.0,0.0,0.0,0.0,0.0,5.32,59.79,0.6,36.36,0.22,25.0,0.11,0.05,7.4,71.85,0,,0,,0,0.0,0.0,0.0,,,0.71,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,57.49999999999999,57.49999999999999,77.5,72.5,15.0,12.5,33.75,73.75,92.5,25.0,65.0,43.75,40.0,47.5,51.24999999999999,51.24999999999999,,38.75,,82.5,45.0,95.0,32.5,55.00000000000001,33.5,7,l souto,49.36,25.0,44.38,70.4,53.23,0.0,42.24,18.5,33.9,True,2
F. Miño,Deportivo Riestra,Deportivo Riestra,"RCB, LCB",26.0,150000,2026-12-31,19,1398,0,0.09,0,0.27,16.35,59.84,Argentina,Argentina,direito,183,80,sim,9.46,8.18,62.99,3.54,54.55,0.32,0.38,0.26,3.99,4.7,1.22,6,0.39,0,0.0,0.45,0.0,0,0.0,0.01,0,0.0,2,0.13,50.0,0.0,0.0,0.39,33.33,0.13,50.0,0.26,25.0,0.06,0.32,80.0,1.29,40.0,0.45,0.32,0.06,7.15,0.13,0.58,20.86,67.28,13.97,61.75,1.61,96.0,3.73,74.14,12.94,74.13,7.53,57.26,23.74,34.83,0.02,0.32,0.0,0.0,0.0,0.0,0.0,5.86,60.44,1.22,42.11,0.64,60.0,0.52,0.13,8.82,70.8,0,,0,,0,0.0,0.0,0.0,,,1.16,,0.06,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,22.5,95.0,35.0,37.5,77.5,17.5,33.75,7.5,85.0,25.0,67.5,43.75,91.25,68.75,51.24999999999999,51.24999999999999,,10.0,,2.5,7.5,63.74999999999999,62.5,73.75,37.8,7,f mino,43.29,40.0,28.07,65.07,55.63,0.0,29.12,22.799999999999997,33.0,True,2
J. Randazzo,Deportivo Riestra,Deportivo Riestra,"RCB, LCB, CB",31.0,300000,2026-12-31,12,1021,0,0.16,0,0.32,16.04,58.24,Argentina,Argentina,direito,184,72,sim,9.96,8.02,62.64,3.97,48.89,0.18,0.21,0.35,4.76,5.68,1.5,3,0.26,0,0.0,0.26,0.0,0,0.0,0.01,0,0.0,4,0.35,25.0,0.0,0.0,0.26,33.33,0.09,100.0,0.18,0.0,0.0,0.09,100.0,1.15,61.54,0.53,0.26,0.0,5.47,0.0,0.62,17.54,66.33,10.23,56.03,1.32,93.33,4.41,78.0,10.84,74.8,6.43,53.42,23.42,32.01,0.03,0.26,0.0,0.0,0.09,0.0,0.0,4.41,60.0,1.15,46.15,0.88,40.0,0.35,0.09,5.99,64.71,0,,0,,0,0.0,0.0,0.0,,,0.79,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,7.5,90.0,23.75,45.0,57.49999999999999,15.0,33.75,7.5,68.75,25.0,80.0,95.0,40.0,25.0,51.24999999999999,51.24999999999999,,43.75,,16.25,5.0,26.25,65.0,85.0,30.9,7,j randazzo,42.16,41.0,31.14,64.82,47.95,0.0,25.77,15.899999999999999,29.0,True,2
C. Paz,Deportivo Riestra,Deportivo Riestra,CB,31.0,350000,2026-12-31,20,1935,0,0.0,0,0.12,13.02,61.07,Argentina,Argentina,direito,186,80,sim,8.42,5.58,69.17,2.79,55.0,0.14,0.16,0.33,4.42,5.18,1.26,3,0.14,0,0.0,0.23,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.23,20.0,0.09,50.0,0.14,0.0,0.0,0.23,80.0,1.35,41.38,0.05,0.19,0.0,4.47,0.05,0.28,16.84,66.3,9.44,55.67,1.35,79.31,4.33,83.87,12.65,75.0,3.95,41.18,21.06,35.39,0.01,0.09,0.0,0.0,0.0,0.0,0.05,2.51,51.85,0.65,35.71,0.33,28.57,0.28,0.05,4.93,48.11,0,,0,,0,0.0,0.0,0.0,,,0.65,,0.05,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZD,Sul-americano,True,True,27.500000000000004,60.0,12.5,2.5,17.5,45.0,33.75,2.5,63.74999999999999,55.00000000000001,37.5,43.75,83.75,12.5,51.24999999999999,51.24999999999999,,2.5,,7.5,2.5,26.25,22.5,55.00000000000001,34.0,7,c paz,36.84,48.0,19.89,66.77,33.54,0.0,28.62,19.0,27.9,True,2
A. Osella,Independiente Rivadavia,Independiente Rivadavia,"LCB, RB",25.0,0,2026-12-31,17,1287,4,2.77,0,0.26,17.55,51.79,Argentina,Argentina,unknown,190,0,sim,7.48,4.76,63.24,5.87,54.76,0.35,0.55,0.63,4.13,6.48,0.42,1,0.07,0,0.0,1.89,0.28,4,0.28,0.19,3,0.21,21,1.47,47.62,19.048,0.0,0.77,36.36,0.0,0.0,0.77,36.36,0.0,1.54,54.55,3.71,37.74,1.47,0.77,0.0,18.95,1.33,0.49,28.53,76.23,12.66,66.3,1.89,96.3,10.56,85.43,23.01,83.89,4.9,45.71,21.62,40.0,0.02,0.28,0.0,0.07,0.14,50.0,0.07,4.97,56.34,1.33,47.37,0.84,25.0,0.42,0.28,6.43,67.39,0,,0,,0,0.0,0.0,0.0,,,0.56,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,28.125,93.75,53.125,100.0,28.125,12.5,100.0,100.0,96.875,62.5,15.625,100.0,42.1875,28.125,51.5625,51.5625,,100.0,,18.75,12.5,23.4375,54.6875,78.125,50.8,7,a osella,61.55,3.0,54.61,67.79,52.6,0.0,26.29,35.8,48.7,True,3
J. Ludueña,Unión Santa Fe,Unión Santa Fe,LCB,23.0,0,2026-12-31,22,2050,1,1.14,1,0.16,14.18,61.61,Argentina,Argentina,direito,176,75,sim,8.82,5.31,78.51,5.71,56.92,0.09,0.13,0.31,4.57,6.74,0.44,4,0.18,0,0.0,0.4,0.04,1,0.04,0.05,1,0.04,12,0.53,33.33,8.333,0.04,0.26,33.33,0.26,33.33,0.0,0.0,0.0,0.35,37.5,1.8,36.59,0.7,1.14,0.22,18.48,0.61,0.26,33.59,83.01,16.42,74.87,0.92,100.0,13.65,92.93,27.0,88.46,6.32,61.81,22.35,37.63,0.01,0.13,0.04,0.0,0.0,0.0,0.09,4.87,74.77,0.66,60.0,0.22,60.0,0.31,0.13,7.95,69.06,0,,0,,0,0.0,0.0,0.0,,,0.44,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,37.5,62.5,78.125,81.25,53.125,90.625,71.875,64.0625,68.75,78.125,50.0,40.625,42.1875,46.875,51.5625,51.5625,,76.5625,,31.25,46.875,93.75,21.875,53.125,56.6,7,j luduena,53.9,12.0,41.96,75.44,59.88,0.0,24.17,41.6,47.8,True,3
D. Martínez,Defensa y Justicia,Defensa y Justicia,LCB,28.0,1500000,2026-12-31,15,1299,0,0.15,1,0.44,12.82,51.35,Argentina,"Argentina, Paraguay",esquerdo,185,76,sim,10.12,6.1,59.09,2.98,30.23,0.55,0.82,0.14,5.96,8.81,1.52,6,0.42,0,0.0,0.42,0.0,0,0.0,0.01,0,0.0,12,0.83,8.33,0.0,0.07,0.35,40.0,0.35,40.0,0.0,0.0,0.0,0.42,50.0,1.52,45.45,0.35,1.18,0.0,34.57,0.69,0.35,49.88,78.47,27.16,70.41,2.84,100.0,16.0,88.31,39.15,86.73,10.46,48.34,23.85,43.78,0.03,0.28,0.0,0.07,0.07,0.0,0.14,10.74,60.0,1.8,42.31,1.04,33.33,0.48,0.21,14.48,73.68,0,,0,,0,0.0,0.0,0.0,,,1.11,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,3.125,100.0,81.25,23.4375,100.0,3.125,35.9375,15.625,84.375,96.875,78.125,95.3125,42.1875,100.0,51.5625,51.5625,,93.75,,90.625,18.75,23.4375,39.0625,92.1875,47.8,7,d martinez,59.42,5.0,59.17,61.1,87.2,0.0,23.21,32.8,46.1,True,3
F. Alarcón,Instituto,Instituto,"LCB, RCB",32.0,1500000,2026-12-31,18,1682,1,1.06,0,0.03,14.61,57.51,Argentina,Argentina,direito,183,69,sim,8.72,5.35,68.0,5.62,54.29,0.32,0.44,0.54,4.76,6.56,1.28,8,0.43,0,0.0,0.32,0.05,1,0.05,0.06,1,0.05,13,0.7,30.77,7.692,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,50.0,1.12,42.86,1.18,0.54,0.0,21.67,0.43,0.37,36.44,75.48,18.73,63.71,2.03,94.74,11.24,91.43,29.91,82.29,6.47,44.63,21.17,38.0,0.0,0.11,0.0,0.0,0.05,100.0,0.0,5.83,55.05,0.86,37.5,0.16,33.33,0.32,0.0,9.68,58.56,0,,0,,0,0.0,0.0,0.0,,,1.28,,0.0,0.0,0.0,0.0,0.0,0.0,Argentina A,,,ZE,Sul-americano,True,True,25.0,78.125,29.6875,96.875,59.375,28.125,79.6875,76.5625,51.5625,20.3125,46.875,81.25,42.1875,81.25,51.5625,51.5625,,87.5,,28.125,9.375,23.4375,43.75,18.75,58.7,7,f alarcon,47.79,26.0,39.85,69.1,53.82,0.0,24.21,43.7,45.7,True,3
