fronteira,familia,comparacao,indicador,citado,n_a,n_b,cru_a,cru_b,d,ic95_d,p,d_minimo_80,q,selo,poder_suficiente,setor,subamostra,unidade,medida_nome,nome
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,28,75,1.25,0.98,0.202,"[-0.37, 0.78]",0.40521,0.63,0.53182,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,27,75,1.98,3.13,-0.275,"[-0.86, 0.3]",0.24734,0.63,0.63692,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,27,75,7.94,8.58,-0.197,"[-0.75, 0.3]",0.42461,0.63,0.63692,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,27,75,0.96,0.98,-0.004,"[-0.49, 0.48]",0.98786,0.63,0.98786,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,28,75,10.08,9.64,0.101,"[-0.44, 0.62]",0.65946,0.63,0.65946,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,28,75,7.945,7.5,0.138,"[-0.32, 0.62]",0.54819,0.63,0.65946,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,27,75,10.14,9.64,0.068,"[-0.38, 0.52]",0.74832,0.63,0.74832,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,27,75,7.88,7.5,0.217,"[-0.23, 0.64]",0.29338,0.63,0.58677,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,28,75,31.245,29.81,0.186,"[-0.26, 0.65]",0.3982,0.63,0.5973,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,28,75,6.2,7.07,-0.076,"[-0.67, 0.45]",0.72536,0.63,0.72536,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,28,75,13.43,13.56,-0.232,"[-0.75, 0.24]",0.26384,0.63,0.5973,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,27,75,27.77,29.81,-0.114,"[-0.64, 0.37]",0.61147,0.63,0.61147,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,27,75,6.31,7.07,-0.272,"[-0.82, 0.22]",0.22287,0.63,0.37232,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,27,75,13.43,13.56,-0.261,"[-0.76, 0.16]",0.24822,0.63,0.37232,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,SM,runs_penalty_area_p30tip,0,15,48,3.87,3.5,0.022,"[-0.75, 0.86]",0.94668,0.84,0.94668,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,SM,runs_dangerous_p30tip,0,15,48,9.14,9.305,-0.086,"[-0.94, 0.72]",0.80271,0.84,0.94668,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,SM,runs_shot_within_10s_p30tip,0,15,48,1.43,1.06,0.069,"[-0.74, 0.96]",0.84375,0.84,0.94668,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,para_a_area,CM,runs_penalty_area_p30tip,0,20,48,1.99,3.5,-0.45,"[-1.24, 0.26]",0.1278,0.76,0.36644,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,20,48,8.245,9.305,-0.357,"[-1.07, 0.24]",0.2443,0.76,0.36644,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,20,48,0.93,1.06,-0.23,"[-0.87, 0.29]",0.42179,0.76,0.42179,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,SM,runs_targeted_p30tip,0,15,48,10.31,11.03,0.044,"[-0.71, 0.88]",0.89528,0.84,0.89528,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,SM,runs_received_p30tip,0,15,48,7.79,8.12,0.136,"[-0.58, 0.9]",0.67183,0.84,0.89528,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,20,48,10.29,11.03,-0.063,"[-0.62, 0.47]",0.81231,0.76,0.81231,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,20,48,8.005,8.12,0.134,"[-0.42, 0.63]",0.59148,0.76,0.81231,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,SM,runs_p30tip,0,15,48,32.25,30.955,0.077,"[-0.78, 0.9]",0.81062,0.84,0.81062,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,SM,runs_above_hsr_p30tip,0,15,48,6.89,7.86,-0.206,"[-1.06, 0.69]",0.54653,0.84,0.81062,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,SM,runs_avg_distance,0,15,48,13.38,13.66,-0.572,"[-1.24, 0.05]",0.06719,0.84,0.20158,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,volume_de_corrida,CM,runs_p30tip,0,20,48,31.075,30.955,-0.161,"[-0.83, 0.44]",0.56323,0.76,0.56323,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,20,48,6.06,7.86,-0.514,"[-1.25, 0.07]",0.08051,0.76,0.24154,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,20,48,13.32,13.66,-0.373,"[-1.07, 0.19]",0.18979,0.76,0.28468,sem diferença clara,False,Meia,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,21,50,1.18,0.705,0.391,"[-0.1, 0.92]",0.12678,0.74,0.12678,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,21,50,3.33,2.12,0.426,"[-0.1, 1.02]",0.10964,0.74,0.12678,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,21,50,0.48,0.305,0.411,"[-0.06, 0.93]",0.11689,0.74,0.12678,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,18,50,0.735,0.705,-0.278,"[-0.79, 0.31]",0.32149,0.78,0.96448,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,18,50,1.635,2.12,-0.105,"[-0.72, 0.56]",0.71947,0.78,0.99518,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,18,50,0.46,0.305,-0.002,"[-0.51, 0.51]",0.99518,0.78,0.99518,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,21,50,7.3,5.965,0.383,"[-0.09, 0.92]",0.13465,0.74,0.13465,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,21,50,6.59,4.925,0.442,"[-0.06, 0.99]",0.09404,0.74,0.13465,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,18,50,5.53,5.965,-0.183,"[-0.69, 0.36]",0.52208,0.78,0.59505,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,18,50,4.93,4.925,-0.148,"[-0.66, 0.35]",0.59505,0.78,0.59505,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,21,50,21.59,19.08,0.332,"[-0.11, 0.79]",0.16341,0.74,0.16341,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,21,50,3.23,1.875,0.69,"[0.15, 1.35]",0.00799,0.74,0.01198,firme,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,21,50,12.44,11.305,0.799,"[0.24, 1.54]",0.00113,0.74,0.00338,firme,True,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,18,50,18.425,19.08,-0.136,"[-0.72, 0.43]",0.62046,0.78,0.97324,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,18,50,1.67,1.875,0.01,"[-0.47, 0.6]",0.97324,0.78,0.97324,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,18,50,11.54,11.305,0.099,"[-0.34, 0.58]",0.71654,0.78,0.97324,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,SM,runs_penalty_area_p30tip,0,12,40,1.635,0.735,0.506,"[-0.24, 1.29]",0.13734,0.94,0.13734,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,SM,runs_dangerous_p30tip,0,12,40,3.515,2.165,0.598,"[-0.19, 1.39]",0.09572,0.94,0.13734,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,SM,runs_shot_within_10s_p30tip,0,12,40,0.575,0.285,0.622,"[-0.11, 1.32]",0.05359,0.94,0.13734,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,para_a_area,CM,runs_penalty_area_p30tip,0,13,40,0.74,0.735,-0.214,"[-0.97, 0.7]",0.53541,0.91,0.9658,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,13,40,1.63,2.165,-0.015,"[-0.86, 1.15]",0.9658,0.91,0.9658,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,13,40,0.46,0.285,0.076,"[-0.52, 0.78]",0.78999,0.91,0.9658,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,SM,runs_targeted_p30tip,0,12,40,7.815,6.06,0.785,"[0.25, 1.39]",0.00738,0.94,0.00738,firme,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,SM,runs_received_p30tip,0,12,40,7.105,5.095,0.859,"[0.36, 1.45]",0.00662,0.94,0.00738,firme,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,13,40,5.41,6.06,-0.214,"[-0.87, 0.51]",0.5186,0.91,0.59241,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,13,40,4.89,5.095,-0.17,"[-0.87, 0.53]",0.59241,0.91,0.59241,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,SM,runs_p30tip,0,12,40,22.5,19.08,0.574,"[0.01, 1.14]",0.04692,0.94,0.04692,firme,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,SM,runs_above_hsr_p30tip,0,12,40,3.255,1.875,0.776,"[0.04, 1.74]",0.02131,0.94,0.03196,firme,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,SM,runs_avg_distance,0,12,40,12.35,11.465,0.719,"[-0.01, 1.52]",0.02067,0.94,0.03196,firme,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,volume_de_corrida,CM,runs_p30tip,0,13,40,18.06,19.08,-0.125,"[-0.82, 0.68]",0.70336,0.91,0.86088,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,13,40,1.7,1.875,0.057,"[-0.56, 0.84]",0.86088,0.91,0.86088,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,13,40,11.64,11.465,0.152,"[-0.35, 0.72]",0.62191,0.91,0.86088,sem diferença clara,False,Volante,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,25,81,0.19,0.23,0.068,"[-0.38, 0.51]",0.76503,0.65,0.76503,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,25,81,0.39,0.38,0.121,"[-0.27, 0.54]",0.58553,0.65,0.76503,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,25,81,0.06,0.04,0.16,"[-0.34, 0.76]",0.49929,0.65,0.76503,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,28,81,0.195,0.23,-0.299,"[-0.73, 0.14]",0.19827,0.62,0.29741,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,28,81,0.31,0.38,-0.162,"[-0.63, 0.3]",0.48003,0.62,0.48003,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,28,81,0.0,0.04,-0.29,"[-0.6, 0.07]",0.15893,0.62,0.29741,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,25,81,2.63,2.51,0.29,"[-0.17, 0.81]",0.23238,0.65,0.23238,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,25,81,2.58,2.35,0.308,"[-0.15, 0.79]",0.1967,0.65,0.23238,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,28,81,2.105,2.51,-0.396,"[-0.92, 0.1]",0.08106,0.62,0.08106,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,28,81,2.06,2.35,-0.419,"[-0.91, 0.08]",0.05748,0.62,0.08106,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,25,81,7.72,7.38,0.018,"[-0.44, 0.51]",0.93918,0.65,0.93918,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,25,81,0.68,0.61,0.089,"[-0.33, 0.56]",0.68949,0.65,0.93918,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,25,81,11.56,11.34,0.101,"[-0.33, 0.57]",0.64723,0.65,0.93918,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,28,81,6.26,7.38,-0.51,"[-1.02, -0.03]",0.02456,0.62,0.07367,pode ser sorte,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,28,81,0.595,0.61,-0.251,"[-0.7, 0.19]",0.26448,0.62,0.39672,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,28,81,11.515,11.34,0.191,"[-0.37, 0.76]",0.42482,0.62,0.42482,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,SM,runs_penalty_area_p30tip,0,13,54,0.17,0.245,-0.192,"[-0.61, 0.27]",0.54115,0.88,0.63563,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,SM,runs_dangerous_p30tip,0,13,54,0.29,0.39,-0.153,"[-0.63, 0.3]",0.63563,0.88,0.63563,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,SM,runs_shot_within_10s_p30tip,0,13,54,0.0,0.045,-0.172,"[-0.72, 0.4]",0.59492,0.88,0.63563,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,para_a_area,CM,runs_penalty_area_p30tip,0,21,54,0.26,0.245,-0.321,"[-0.88, 0.21]",0.27083,0.73,0.40625,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,21,54,0.31,0.39,-0.126,"[-0.7, 0.5]",0.65473,0.73,0.65473,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,21,54,0.0,0.045,-0.351,"[-0.71, 0.05]",0.1532,0.73,0.40625,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,SM,runs_targeted_p30tip,0,13,54,2.12,2.695,-0.359,"[-0.99, 0.31]",0.30162,0.88,0.32695,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,SM,runs_received_p30tip,0,13,54,2.12,2.52,-0.336,"[-0.93, 0.31]",0.32695,0.88,0.32695,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,21,54,2.09,2.695,-0.501,"[-1.11, 0.09]",0.0739,0.73,0.0739,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,21,54,2.01,2.52,-0.534,"[-1.2, 0.04]",0.05139,0.73,0.0739,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,SM,runs_p30tip,0,13,54,5.67,8.015,-0.588,"[-1.19, 0.02]",0.10506,0.88,0.28319,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,SM,runs_above_hsr_p30tip,0,13,54,0.46,0.65,-0.154,"[-0.66, 0.41]",0.62345,0.88,0.62345,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,SM,runs_avg_distance,0,13,54,11.62,11.335,0.374,"[-0.19, 0.95]",0.18879,0.88,0.28319,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,volume_de_corrida,CM,runs_p30tip,0,21,54,6.4,8.015,-0.645,"[-1.31, -0.06]",0.02358,0.73,0.07073,pode ser sorte,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,21,54,0.67,0.65,-0.25,"[-0.76, 0.26]",0.35604,0.73,0.35604,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,21,54,11.57,11.335,0.281,"[-0.43, 1.08]",0.31556,0.73,0.35604,sem diferença clara,False,Zaga,todos,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,17,58,9.01,8.795,0.087,"[-0.57, 0.74]",0.76027,0.78,0.76027,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,17,58,18.73,19.885,0.133,"[-0.58, 0.79]",0.6248,0.78,0.76027,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,17,58,1.5,1.33,0.542,"[-0.03, 1.16]",0.05531,0.78,0.16593,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,20,58,7.555,8.795,-0.367,"[-0.9, 0.21]",0.15721,0.74,0.3456,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,20,58,17.74,19.885,-0.226,"[-0.8, 0.38]",0.37908,0.74,0.37908,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
