treinador,clube,id_clube,funcao,interino,inicio,fim,em_curso,dias,jogos_tm,ppj_tm
Roberto Fonseca,Guarani FC,1755,Treinador,0,2019-06-14,2019-08-21,0,68,9,0.89
Thiago Carpini,Guarani FC,1755,Treinador,0,2019-08-22,2020-09-02,0,377,43,1.33
Ricardo Catalá,Guarani FC,1755,Treinador,0,2020-09-02,2020-10-07,0,35,7,1.00
Felipe Conceição,Guarani FC,1755,Treinador,0,2020-10-13,2021-01-30,0,109,23,1.48
Allan Aal,Guarani FC,1755,Treinador,0,2021-02-17,2021-05-18,0,90,13,1.08
Daniel Paulista,Guarani FC,1755,Treinador,0,2021-05-26,2022-05-04,0,343,58,1.43
Ben-Hur,Guarani FC,1755,Treinador interino,1,2022-05-04,2022-05-24,0,20,3,1.00
Marcelo Chamusca,Guarani FC,1755,Treinador,0,2022-05-25,2022-06-26,0,32,6,0.83
Ben-Hur,Guarani FC,1755,Treinador interino,1,2022-06-27,2022-06-30,0,3,1,0.00
Mozart,Guarani FC,1755,Treinador,0,2022-07-01,2023-02-20,0,234,33,1.45
Moisés Moura,Guarani FC,1755,Treinador interino,1,2023-02-20,2023-03-06,0,14,0,-
Bruno Pivetti,Guarani FC,1755,Treinador,0,2023-03-30,2023-06-08,0,70,11,1.36
Ben-Hur,Guarani FC,1755,Treinador interino,1,2023-06-08,2023-06-22,0,14,1,1.00
Umberto Louzer,Guarani FC,1755,Treinador,0,2023-06-23,2024-02-09,0,231,32,1.41
Rodrigo Leitão,Guarani FC,1755,Treinador interino,1,2024-02-11,2024-02-13,0,2,1,0.00
Claudinei Oliveira,Guarani FC,1755,Treinador,0,2024-02-12,2024-04-28,0,76,7,0.86
Júnior Rocha,Guarani FC,1755,Treinador,0,2024-05-02,2024-06-10,0,39,7,0.57
Marcelo Cordeiro,Guarani FC,1755,Treinador interino,1,2024-06-14,2024-06-20,0,6,2,0.50
Pintado,Guarani FC,1755,Treinador,0,2024-06-21,2024-07-26,0,35,6,0.50
Marcelo Cordeiro,Guarani FC,1755,Treinador,0,2024-07-26,2024-07-29,0,3,1,3.00
Allan Aal,Guarani FC,1755,Treinador,0,2024-07-29,2024-11-29,0,123,20,1.10
Maurício Souza,Guarani FC,1755,Treinador,0,2024-12-05,2025-04-22,0,138,14,0.93
Marcelo Fernandes,Guarani FC,1755,Treinador,0,2025-04-30,2025-07-27,0,88,10,1.60
Matheus Costa,Guarani FC,1755,Treinador,0,2025-07-28,2026-02-26,0,213,20,1.50
Elio Sizenando,Guarani FC,1755,Treinador,0,2026-03-11,2026-08-23,0,165,18,1.50
Umberto Louzer,Guarani FC,1755,Treinador,0,2026-08-24,,1,,1,1.00
Anderson Gomes,Guarani FC,1755,Treinador,0,2026-08-28,,1,,0,-
Vinícius,Ituano FC,4773,Treinador,0,2017-11-03,2021-06-06,0,1311,97,1.33
Mazola Júnior,Ituano FC,4773,Treinador,0,2021-06-08,2022-07-12,0,399,56,1.66
Carlos Pimentel,Ituano FC,4773,Treinador,0,2022-07-15,2023-02-06,0,206,27,1.56
Chico Elias,Ituano FC,4773,Treinador interino,1,2023-02-06,2023-02-09,0,3,1,3.00
Gilmar Dal Pozzo,Ituano FC,4773,Treinador,0,2023-02-10,2023-05-21,0,100,18,1.17
Douglas Leite,Ituano FC,4773,Treinador interino,1,2023-05-22,2023-05-25,0,3,1,0.00
Marcinho,Ituano FC,4773,Treinador,0,2023-05-26,2024-02-23,0,273,40,1.03
Douglas Leite,Ituano FC,4773,Treinador,0,2024-02-23,2024-02-28,0,5,1,0.00
Alberto Valentim,Ituano FC,4773,Treinador,0,2024-02-29,2024-10-20,0,234,34,0.91
Chico Elias,Ituano FC,4773,Treinador,0,2024-10-22,2024-11-26,0,35,6,1.00
Vinícius Munhoz,Ituano FC,4773,Treinador,0,2024-12-18,2025-02-14,0,58,0,-
Chico Elias,Ituano FC,4773,Treinador interino,1,2025-02-14,2025-02-24,0,10,0,-
Mazola Júnior,Ituano FC,4773,Treinador,0,2025-02-24,2026-09-13,0,566,37,1.22
Ricardinho,Londrina EC,1693,Treinador,0,2017-11-27,2018-03-07,0,100,10,1.00
Marquinhos Santos,Londrina EC,1693,Treinador,0,2018-03-08,2018-06-28,0,112,17,1.47
Sérgio Soares,Londrina EC,1693,Treinador,0,2018-06-29,2018-08-04,0,36,7,0.86
Roberto Fonseca,Londrina EC,1693,Treinador,0,2018-08-05,2018-11-27,0,114,18,1.89
Alemão,Londrina EC,1693,Treinador,0,2019-01-01,2019-04-08,0,97,16,1.81
Roberto Fonseca,Londrina EC,1693,Treinador,0,2019-04-15,2019-04-19,0,4,1,0.00
Alemão,Londrina EC,1693,Treinador,0,2019-04-20,2019-08-22,0,124,18,1.56
Claudio Tencati,Londrina EC,1693,Treinador,0,2019-08-23,2019-09-29,0,37,8,0.38
Mazola Júnior,Londrina EC,1693,Treinador,0,2019-10-01,2019-11-11,0,41,9,0.78
Silvinho,Londrina EC,1693,Treinador interino,1,2019-11-11,2019-12-01,0,20,4,1.00
Alemão,Londrina EC,1693,Treinador,0,2019-12-27,2021-01-11,0,381,37,1.38
Silvinho,Londrina EC,1693,Treinador,0,2021-01-11,2021-03-22,0,70,4,1.50
Roberto Fonseca,Londrina EC,1693,Treinador,0,2021-03-29,2021-07-10,0,103,22,1.27
Márcio Fernandes,Londrina EC,1693,Treinador,0,2021-07-16,2021-12-01,0,138,29,1.41
Vinícius Eutrópio,Londrina EC,1693,Treinador,0,2022-01-18,2022-03-03,0,44,11,1.36
Adilson Batista,Londrina EC,1693,Treinador,0,2022-03-10,2022-12-31,0,296,40,1.40
Edinho,Londrina EC,1693,Treinador,0,2023-01-01,2023-02-06,0,36,3,0.67
Omar Feitosa,Londrina EC,1693,Treinador,0,2023-02-06,2023-02-23,0,17,4,1.00
Edson Vieira,Londrina EC,1693,Treinador interino,1,2023-02-24,2023-02-28,0,4,1,0.00
Alexandre Gallo,Londrina EC,1693,Treinador,0,2023-03-30,2023-05-10,0,41,5,0.80
Edson Vieira,Londrina EC,1693,Treinador interino,1,2023-05-13,2023-05-30,0,17,4,1.50
Paulo César Gusmão,Londrina EC,1693,Treinador,0,2023-06-01,2023-06-29,0,28,5,0.20
Franco Muller,Londrina EC,1693,Treinador interino,1,2023-06-30,2023-07-02,0,2,1,0.00
Eduardo Souza,Londrina EC,1693,Treinador,0,2023-07-07,2023-09-12,0,67,12,0.75
Roberto Fonseca,Londrina EC,1693,Treinador,0,2023-09-13,2023-11-30,0,78,11,1.00
Émerson Ávila,Londrina EC,1693,Treinador,0,2024-01-01,2024-05-14,0,134,17,1.29
Claudinei Oliveira,Londrina EC,1693,Treinador,0,2024-05-17,2025-06-04,0,383,44,1.66
Roger Silva,Londrina EC,1693,Treinador,0,2025-06-07,2025-12-22,0,198,19,1.47
Allan Aal,Londrina EC,1693,Treinador,0,2025-12-30,2026-05-04,0,125,21,1.48
Canela,Londrina EC,1693,Treinador,0,2026-01-05,2026-01-09,0,4,1,3.00
Rogério Micale,Londrina EC,1693,Treinador,0,2026-05-14,,1,,20,1.15
Moisés Egert,Mirassol FC,3876,Treinador,0,2016-01-01,2019-04-09,0,1194,54,1.11
Ricardo Catalá,Mirassol FC,3876,Treinador,0,2019-04-24,2020-09-01,0,496,14,1.43
Eduardo Baptista,Mirassol FC,3876,Treinador,0,2020-09-16,2021-11-11,0,421,57,1.58
Eduardo Baptista,Mirassol FC,3876,Treinador,0,2021-12-15,2022-03-02,0,77,10,1.90
Ivan Baitello,Mirassol FC,3876,Treinador interino,1,2022-03-03,2022-03-25,0,22,4,0.25
Ricardo Catalá,Mirassol FC,3876,Treinador,0,2022-03-24,2023-05-04,0,406,46,1.65
Mozart,Mirassol FC,3876,Treinador,0,2023-05-04,2024-11-25,0,571,83,1.65
Eduardo Barroca,Mirassol FC,3876,Treinador,0,2024-12-17,2025-02-21,0,66,11,1.45
Ivan Baitello,Mirassol FC,3876,Treinador,0,2025-02-21,2025-03-17,0,24,2,0.00
Rafael Guanaes,Mirassol FC,3876,Treinador,0,2025-03-18,,1,,82,1.45
Roberto Fernandes,Náutico,2646,Treinador,0,2017-08-01,2018-05-06,0,278,51,1.49
Dudu Capixaba,Náutico,2646,Treinador interino,1,2018-05-11,2018-05-21,0,10,2,1.50
Márcio Goiano,Náutico,2646,Treinador,0,2018-05-21,2019-05-12,0,356,43,1.77
Gilmar Dal Pozzo,Náutico,2646,Treinador,0,2019-05-13,2020-08-12,0,457,45,1.71
Dudu Capixaba,Náutico,2646,Treinador interino,1,2020-08-14,2020-08-20,0,6,2,1.00
Gilson Kleina,Náutico,2646,Treinador,0,2020-08-21,2020-11-18,0,89,17,1.00
Hélio dos Anjos,Náutico,2646,Treinador,0,2020-11-20,2021-08-18,0,271,47,1.70
Marcelo Chamusca,Náutico,2646,Treinador,0,2021-08-23,2021-09-22,0,30,6,0.83
Hélio dos Anjos,Náutico,2646,Treinador,0,2021-09-24,2022-02-10,0,139,18,1.56
Marcelo Rocha,Náutico,2646,Treinador interino,1,2022-02-11,2022-02-15,0,4,0,-
Felipe Conceição,Náutico,2646,Treinador,0,2022-02-16,2022-04-11,0,54,12,1.67
Roberto Fernandes,Náutico,2646,Treinador,0,2022-04-19,2022-07-18,0,90,18,1.17
Dudu Capixaba,Náutico,2646,Treinador interino,1,2022-07-18,2022-07-22,0,4,1,0.00
Elano,Náutico,2646,Treinador,0,2022-07-22,2022-08-21,0,30,5,0.60
Dado Cavalcanti,Náutico,2646,Treinador,0,2022-08-25,2023-05-15,0,263,41,1.34
Otávio Augusto,Náutico,2646,Treinador interino,1,2023-05-20,2023-06-15,0,26,5,2.20
Fernando Marchiori,Náutico,2646,Treinador,0,2023-05-29,2023-08-14,0,77,9,1.22
Bruno Pivetti,Náutico,2646,Treinador,0,2023-08-17,2023-09-13,0,27,2,1.00
Allan Aal,Náutico,2646,Treinador,0,2024-01-01,2024-03-31,0,90,21,1.62
Mazola Júnior,Náutico,2646,Treinador,0,2024-04-05,2024-06-10,0,66,9,1.00
Bruno Pivetti,Náutico,2646,Treinador,0,2024-06-12,2024-09-04,0,84,12,1.42
Marquinhos Santos,Náutico,2646,Treinador,0,2025-01-01,2025-04-14,0,103,18,1.50
Andre Caldas,Náutico,2646,Treinador interino,1,2025-02-14,2025-02-17,0,3,1,3.00
Hélio dos Anjos,Náutico,2646,Treinador,0,2025-04-15,,1,,66,1.62
Roberto Cavalo,Oeste FC,21829,Treinador,0,2017-01-01,2018-12-02,0,700,78,1.38
Renan Freitas,Oeste FC,21829,Treinador,0,2018-12-07,2020-09-29,0,662,81,0.98
Thiago Carpini,Oeste FC,21829,Treinador,0,2020-09-30,2020-10-19,0,19,4,0.25
Sérgio Alexsandro,Oeste FC,21829,Treinador interino,1,2020-10-19,2020-10-23,0,4,1,0.00
Roberto Cavalo,Oeste FC,21829,Treinador,0,2020-10-23,2021-07-09,0,259,26,0.92
Sérgio Alexsandro,Oeste FC,21829,Treinador interino,1,2021-07-09,2021-07-28,0,19,3,0.33
João Brigatti,Oeste FC,21829,Treinador,0,2021-07-29,2021-08-26,0,28,4,0.75
Sérgio Alexsandro,Oeste FC,21829,Treinador interino,1,2021-08-27,,1,,21,1.05
Fernando Marchiori,Oeste FC,21829,Treinador,0,2022-01-11,2022-02-17,0,37,0,-
Moacir Júnior,Oeste FC,21829,Treinador,0,2026-01-07,2026-03-09,0,61,0,-
Gerson Gusmão,Operário FEC,27214,Treinador,0,2016-03-23,2020-10-21,0,1673,127,1.61
Matheus Costa,Operário FEC,27214,Treinador,0,2020-10-22,2021-09-29,0,342,63,1.48
Ricardo Catalá,Operário FEC,27214,Treinador,0,2021-10-05,2022-03-21,0,167,24,1.58
Claudinei Oliveira,Operário FEC,27214,Treinador,0,2022-03-23,2022-07-21,0,120,21,1.00
Matheus Costa,Operário FEC,27214,Treinador,0,2022-07-29,2022-10-24,0,87,14,0.93
Sandro Forner,Operário FEC,27214,Treinador interino,1,2022-10-25,2022-11-07,0,13,2,0.00
Rafael Guanaes,Operário FEC,27214,Treinador,0,2023-01-10,2024-11-25,0,685,97,1.64
Rainer Oliveira,Operário FEC,27214,Treinador interino,1,2024-02-16,2024-02-19,0,3,1,1.00
Bruno Pivetti,Operário FEC,27214,Treinador,0,2024-11-29,2025-06-15,0,198,33,1.64
Alex,Operário FEC,27214,Treinador,0,2025-06-16,2026-01-18,0,216,30,1.17
Luizinho Lopes,Operário FEC,27214,Treinador,0,2026-01-20,,1,,39,1.69
Schumacher Santos,Operário FEC,27214,Treinador interino,1,2026-01-20,2026-01-22,0,2,1,3.00
Schumacher Santos,Operário FEC,27214,Treinador interino,1,2026-03-23,,1,,7,1.71
Wagner Lopes,Paraná Clube,309,Treinador,0,2018-01-01,2018-02-16,0,46,7,0.86
Ademir Fesan,Paraná Clube,309,Treinador interino,1,2018-02-21,2018-02-23,0,2,1,0.00
Rogério Micale,Paraná Clube,309,Treinador,0,2018-02-24,2018-08-14,0,171,24,1.13
Claudinei Oliveira,Paraná Clube,309,Treinador,0,2018-08-15,2018-10-16,0,62,11,0.27
Dado Cavalcanti,Paraná Clube,309,Treinador,0,2018-10-18,2019-04-02,0,166,22,1.09
Matheus Costa,Paraná Clube,309,Treinador,0,2019-04-03,2019-12-03,0,244,38,1.47
Allan Aal,Paraná Clube,309,Treinador,0,2020-01-01,2020-11-01,0,305,36,1.31
Rogério Micale,Paraná Clube,309,Treinador,0,2020-11-05,2020-12-02,0,27,6,0.17
Victor Annes,Paraná Clube,309,Treinador interino,1,2020-12-04,2020-12-10,0,6,1,0.00
Gilmar Dal Pozzo,Paraná Clube,309,Treinador,0,2020-12-09,2021-01-05,0,27,6,0.67
Marcio Coelho,Paraná Clube,309,Treinador,0,2021-01-08,2021-02-01,0,24,5,0.80
Maurílio Silva,Paraná Clube,309,Treinador,0,2021-02-08,2021-07-20,0,162,22,1.05
Jorge Ferreira,Paraná Clube,309,Treinador interino,1,2021-07-20,2021-07-23,0,3,0,-
Sílvio Criciúma,Paraná Clube,309,Treinador,0,2021-07-30,2021-09-01,0,33,5,0.40
Jorge Ferreira,Paraná Clube,309,Treinador interino,1,2021-09-01,2021-09-30,0,29,4,1.50
Jorge Ferreira,Paraná Clube,309,Treinador,0,2021-12-01,2022-02-06,0,67,5,0.60
Rodrigo Cascca,Paraná Clube,309,Treinador,0,2022-02-25,2022-03-06,0,9,3,0.00
Omar Feitosa,Paraná Clube,309,Treinador,0,2022-04-22,2022-08-17,0,117,17,1.59
Marcão,Paraná Clube,309,Treinador,0,2022-12-30,2023-05-26,0,147,0,-
Fahel Júnior,Paraná Clube,309,Treinador,0,2023-05-31,2023-07-20,0,50,0,-
Tcheco,Paraná Clube,309,Treinador,0,2024-03-25,2024-08-04,0,132,0,-
Argel Fuchs,Paraná Clube,309,Treinador,0,2024-11-11,2025-01-27,0,77,5,0.40
Tcheco,Paraná Clube,309,Treinador,0,2025-01-28,2025-02-24,0,27,6,0.83
Zé Roberto,Paraná Clube,309,Treinador,0,2025-04-01,2025-06-15,0,75,0,-
Tcheco,Paraná Clube,309,Treinador,0,2025-12-31,,1,,0,-
Marquinhos Santos,Paysandu SC,6347,Treinador,0,2017-06-24,2018-02-12,0,233,30,1.23
Dado Cavalcanti,Paysandu SC,6347,Treinador,0,2018-02-13,2018-07-13,0,150,22,1.64
Guilherme Alves,Paysandu SC,6347,Treinador,0,2018-07-14,2018-08-25,0,42,8,1.00
Aílton Costa,Paysandu SC,6347,Treinador interino,1,2018-08-26,2018-09-04,0,9,1,1.00
João Brigatti,Paysandu SC,6347,Treinador,0,2018-09-05,2019-03-17,0,193,21,1.67
Leandro Niehues,Paysandu SC,6347,Treinador interino,1,2019-03-22,2019-03-25,0,3,1,1.00
Léo Condé,Paysandu SC,6347,Treinador,0,2019-03-26,2019-05-27,0,62,10,1.30
Hélio dos Anjos,Paysandu SC,6347,Treinador,0,2019-05-31,2020-09-15,0,473,45,1.76
Leandro Niehues,Paysandu SC,6347,Treinador interino,1,2020-09-18,2020-09-22,0,4,1,3.00
Matheus Costa,Paysandu SC,6347,Treinador,0,2020-09-22,2020-10-21,0,29,4,0.50
Leandro Niehues,Paysandu SC,6347,Treinador interino,1,2020-10-21,2020-10-28,0,7,1,3.00
João Brigatti,Paysandu SC,6347,Treinador,0,2020-10-28,2021-01-17,0,81,12,1.75
Aylton Costa,Paysandu SC,6347,Treinador interino,1,2021-01-27,2021-02-08,0,12,3,1.33
Itamar Schulle,Paysandu SC,6347,Treinador,0,2021-02-04,2021-05-17,0,102,15,2.00
Vinícius Eutrópio,Paysandu SC,6347,Treinador,0,2021-05-26,2021-07-26,0,61,9,1.44
Roberto Fonseca,Paysandu SC,6347,Treinador,0,2021-07-29,2021-10-18,0,81,12,1.58
Wilton Bezerra,Paysandu SC,6347,Treinador interino,1,2021-10-18,2021-12-05,0,48,8,1.00
Márcio Fernandes,Paysandu SC,6347,Treinador,0,2022-01-20,2023-05-03,0,468,66,1.85
Wilton Bezerra,Paysandu SC,6347,Treinador interino,1,2023-04-30,2023-05-05,0,5,1,3.00
Marquinhos Santos,Paysandu SC,6347,Treinador,0,2023-05-05,2023-06-28,0,54,13,1.00
Hélio dos Anjos,Paysandu SC,6347,Treinador,0,2023-06-29,2024-09-06,0,435,62,1.69
Márcio Fernandes,Paysandu SC,6347,Treinador,0,2024-09-09,2025-02-10,0,154,19,1.89
Luizinho Lopes,Paysandu SC,6347,Treinador,0,2025-02-12,2025-06-02,0,110,24,1.25
Sandro Forner,Paysandu SC,6347,Treinador interino,1,2025-06-05,2025-06-06,0,1,0,-
Claudinei Oliveira,Paysandu SC,6347,Treinador,0,2025-06-08,2025-09-05,0,89,13,1.31
Márcio Fernandes,Paysandu SC,6347,Treinador,0,2025-09-09,2025-11-03,0,55,10,0.60
Júnior Rocha,Paysandu SC,6347,Treinador,0,2025-11-24,2026-09-13,0,293,43,1.79
Élton Macaé,Paysandu SC,6347,Treinador interino,1,2026-03-30,2026-04-10,0,11,2,0.00
Mazola Júnior,Paysandu SC,6347,Treinador,0,2026-09-14,,1,,0,-
Francisco Diá,Sampaio Corrêa FC,3319,Treinador,0,2017-02-26,2018-05-08,0,436,44,1.52
Roberto Fonseca,Sampaio Corrêa FC,3319,Treinador,0,2018-05-15,2018-07-25,0,71,18,1.33
Paulo Roberto Santos,Sampaio Corrêa FC,3319,Treinador,0,2018-07-26,2018-09-06,0,42,7,0.71
Marcinho Guerreiro,Sampaio Corrêa FC,3319,Treinador,0,2018-09-07,2018-12-01,0,85,13,1.31
Flávio Araújo,Sampaio Corrêa FC,3319,Treinador,0,2018-12-04,2019-02-11,0,69,3,0.33
Julinho Camargo,Sampaio Corrêa FC,3319,Treinador,0,2019-02-12,2019-06-26,0,134,18,1.00
João Brigatti,Sampaio Corrêa FC,3319,Treinador,0,2019-06-27,2020-02-19,0,237,18,1.78
Júnior Amorim,Sampaio Corrêa FC,3319,Treinador,0,2020-02-21,2020-02-26,0,5,0,-
Léo Condé,Sampaio Corrêa FC,3319,Treinador,0,2020-03-12,2021-01-31,0,325,43,1.65
Rafael Guanaes,Sampaio Corrêa FC,3319,Treinador,0,2021-02-19,2021-04-22,0,62,17,1.41
Daniel Neri,Sampaio Corrêa FC,3319,Treinador,0,2021-04-30,2021-05-27,0,27,4,2.50
Felipe Surian,Sampaio Corrêa FC,3319,Treinador,0,2021-05-28,2021-10-29,0,154,32,1.25
João Brigatti,Sampaio Corrêa FC,3319,Treinador,0,2021-11-03,2022-03-20,0,137,21,1.52
Léo Condé,Sampaio Corrêa FC,3319,Treinador,0,2022-03-28,2022-11-17,0,234,42,1.50
Felipe Conceição,Sampaio Corrêa FC,3319,Treinador,0,2022-11-18,2023-03-07,0,109,16,1.81
Evaristo Piza,Sampaio Corrêa FC,3319,Treinador,0,2023-03-10,2023-05-04,0,55,6,0.50
Edson Silva,Sampaio Corrêa FC,3319,Treinador interino,1,2023-05-05,2023-05-10,0,5,1,3.00
Márcio Fernandes,Sampaio Corrêa FC,3319,Treinador,0,2023-05-10,2023-09-11,0,124,22,1.05
Fernando Marchiori,Sampaio Corrêa FC,3319,Treinador,0,2023-09-13,2023-10-31,0,48,7,1.14
Dejair Ferreira,Sampaio Corrêa FC,3319,Treinador,0,2023-11-01,2023-11-27,0,26,4,0.75
Thiago Gomes,Sampaio Corrêa FC,3319,Treinador,0,2023-12-11,2024-05-14,0,155,7,0.71
Zé Augusto,Sampaio Corrêa FC,3319,Treinador,0,2024-05-15,2024-07-29,0,75,13,1.00
Felipe Surian,Sampaio Corrêa FC,3319,Treinador,0,2024-07-30,2025-02-21,0,206,14,1.43
Arlindo Maracanã,Sampaio Corrêa FC,3319,Treinador,0,2025-02-25,2025-03-17,0,20,4,0.25
Gerson Gusmão,Sampaio Corrêa FC,3319,Treinador,0,2025-03-21,2025-05-27,0,67,14,1.43
Zé Augusto,Sampaio Corrêa FC,3319,Treinador,0,2025-05-19,2025-08-13,0,86,11,1.27
Luciano Quadros,Sampaio Corrêa FC,3319,Treinador,0,2025-11-17,2026-02-15,0,90,8,1.38
Francisco Diá,Sampaio Corrêa FC,3319,Treinador,0,2026-02-16,2026-04-28,0,71,3,0.67
Júnior Amorim,Sampaio Corrêa FC,3319,Treinador,0,2026-04-29,,1,,7,1.57
Arlindo Maracanã,Sampaio Corrêa FC,3319,Treinador,0,2026-06-19,,1,,2,1.50
Jair Ventura,Santos FC,221,Treinador,0,2018-01-04,2018-07-23,0,200,37,1.35
Serginho Chulapa,Santos FC,221,Treinador interino,1,2018-07-23,2018-07-31,0,8,2,0.50
Cuca,Santos FC,221,Treinador,0,2018-07-31,2018-12-03,0,125,27,1.30
Jorge Sampaoli,Santos FC,221,Treinador,0,2018-12-17,2019-12-09,0,357,64,1.83
Jesualdo Ferreira,Santos FC,221,Treinador,0,2020-01-01,2020-08-05,0,217,15,1.47
Cuca,Santos FC,221,Treinador,0,2020-08-07,2021-02-22,0,199,50,1.52
Marcelo Fernandes,Santos FC,221,Treinador interino,1,2021-02-23,2021-02-27,0,4,1,0.00
Ariel Holan,Santos FC,221,Treinador,0,2021-02-27,2021-04-26,0,58,12,1.25
Marcelo Fernandes,Santos FC,221,Treinador interino,1,2021-04-27,2021-05-10,0,13,5,1.40
Fernando Diniz,Santos FC,221,Treinador,0,2021-05-10,2021-09-05,0,118,31,1.32
Fábio Carille,Santos FC,221,Treinador,0,2021-09-10,2022-02-18,0,161,26,1.38
Fabián Bustos,Santos FC,221,Treinador,0,2022-03-04,2022-07-07,0,125,29,1.38
Marcelo Fernandes,Santos FC,221,Treinador interino,1,2022-07-07,2022-07-27,0,20,4,2.25
Lisca,Santos FC,221,Treinador,0,2022-07-22,2022-09-12,0,52,8,1.13
Orlando Ribeiro,Santos FC,221,Treinador interino,1,2022-09-12,2022-11-15,0,64,12,1.08
Odair Hellmann,Santos FC,221,Treinador,0,2022-11-16,2023-06-22,0,218,34,1.29
Paulo Turra,Santos FC,221,Treinador,0,2023-06-28,2023-08-06,0,39,7,0.86
Diego Aguirre,Santos FC,221,Treinador,0,2023-08-07,2023-09-15,0,39,5,0.60
Marcelo Fernandes,Santos FC,221,Treinador interino,1,2023-09-17,2023-12-08,0,82,15,1.47
Fábio Carille,Santos FC,221,Treinador,0,2024-01-01,2024-11-18,0,322,53,1.92
Leandro Zago,Santos FC,221,Treinador interino,1,2024-11-18,2024-12-09,0,21,1,0.00
Pedro Caixinha,Santos FC,221,Treinador,0,2025-01-01,2025-04-14,0,103,17,1.29
César Sampaio,Santos FC,221,Treinador interino,1,2025-04-15,2025-04-29,0,14,3,1.00
Cléber Xavier,Santos FC,221,Treinador,0,2025-04-29,2025-08-17,0,110,15,1.20
Juan Pablo Vojvoda,Santos FC,221,Treinador,0,2025-08-22,2026-03-19,0,209,33,1.30
Cuca,Santos FC,221,Treinador,0,2026-03-19,,1,,36,1.61
Nelsinho Baptista,Sport Recife,8718,Treinador,0,2018-01-01,2018-04-25,0,114,17,1.59
Claudinei Oliveira,Sport Recife,8718,Treinador,0,2018-04-25,2018-08-12,0,109,16,1.19
Eduardo Baptista,Sport Recife,8718,Treinador,0,2018-08-15,2018-09-24,0,40,8,0.50
Milton Mendes,Sport Recife,8718,Treinador,0,2018-09-26,2018-12-07,0,72,12,1.50
Milton Cruz,Sport Recife,8718,Treinador,0,2018-12-19,2019-02-18,0,61,7,1.71
Guto Ferreira,Sport Recife,8718,Treinador,0,2019-02-20,2020-02-13,0,358,54,1.83
Daniel Paulista,Sport Recife,8718,Treinador,0,2020-02-16,2020-08-24,0,190,17,1.29
Jair Ventura,Sport Recife,8718,Treinador,0,2020-08-28,2021-04-05,0,220,42,1.12
César Lucena,Sport Recife,8718,Treinador interino,1,2021-04-05,2021-04-19,0,14,4,2.00
Umberto Louzer,Sport Recife,8718,Treinador,0,2021-04-20,2021-08-24,0,126,22,1.14
Ricardo Severo,Sport Recife,8718,Treinador interino,1,2021-08-26,2021-09-02,0,7,1,1.00
Gustavo Florentín,Sport Recife,8718,Treinador,0,2021-09-03,2022-03-04,0,182,32,1.19
César Lucena,Sport Recife,8718,Treinador interino,1,2022-03-04,2022-03-14,0,10,3,2.33
Gilmar Dal Pozzo,Sport Recife,8718,Treinador,0,2022-03-15,2022-06-26,0,103,21,1.62
César Lucena,Sport Recife,8718,Treinador interino,1,2022-06-26,2022-07-01,0,5,1,0.00
Lisca,Sport Recife,8718,Treinador,0,2022-07-01,2022-07-19,0,18,4,1.50
César Lucena,Sport Recife,8718,Treinador interino,1,2022-07-19,2022-07-26,0,7,1,0.00
Claudinei Oliveira,Sport Recife,8718,Treinador,0,2022-07-27,2022-11-16,0,112,18,1.67
Enderson Moreira,Sport Recife,8718,Treinador,0,2022-11-18,2023-11-19,0,366,68,1.90
César Lucena,Sport Recife,8718,Treinador interino,1,2023-11-20,2023-11-27,0,7,1,3.00
Mariano Soso,Sport Recife,8718,Treinador,0,2023-12-05,2024-07-25,0,233,41,2.00
César Lucena,Sport Recife,8718,Treinador interino,1,2024-07-22,2024-07-24,0,2,1,1.00
César Lucena,Sport Recife,8718,Treinador,0,2024-07-26,2024-07-28,0,2,1,3.00
Guto Ferreira,Sport Recife,8718,Treinador,0,2024-07-26,2024-08-28,0,33,5,0.80
César Lucena,Sport Recife,8718,Treinador,0,2024-08-30,2024-09-03,0,4,1,3.00
Pepa,Sport Recife,8718,Treinador,0,2024-09-03,2025-05-04,0,243,43,1.70
César Lucena,Sport Recife,8718,Treinador,0,2025-01-01,2025-10-28,0,300,2,1.00
António Oliveira,Sport Recife,8718,Treinador,0,2025-05-09,2025-06-04,0,26,4,0.25
Daniel Paulista,Sport Recife,8718,Treinador,0,2025-06-07,2025-10-28,0,143,19,0.74
César Lucena,Sport Recife,8718,Treinador,0,2025-10-29,2025-12-29,0,61,9,0.00
Roger Silva,Sport Recife,8718,Treinador,0,2025-12-23,2026-03-23,0,90,12,2.25
Márcio Goiano,Sport Recife,8718,Treinador,0,2026-03-24,2026-06-29,0,97,22,1.91
Gilmar Dal Pozzo,Sport Recife,8718,Treinador,0,2026-06-30,2026-09-06,0,68,11,1.18
Mariano Soso,Sport Recife,8718,Treinador,0,2026-09-09,,1,,2,1.50
Sérgio Soares,São Bernardo FC,16439,Treinador,0,2019-02-11,2019-04-30,0,78,0,-
Marcelo Veiga,São Bernardo FC,16439,Treinador,0,2020-01-16,2020-12-14,0,333,0,-
Ricardo Catalá,São Bernardo FC,16439,Treinador,0,2021-01-18,2021-10-01,0,256,0,-
Márcio Zanardi,São Bernardo FC,16439,Treinador,0,2021-10-01,2024-04-04,0,916,90,1.66
Ricardo Catalá,São Bernardo FC,16439,Treinador,0,2024-04-04,2026-07-28,0,845,100,1.44
