setor,fisico,tecnico,n,r,r_time_igual
Atacante,runs_p30tip,"Duelos ganhos, %",183,0.054,0.025
Atacante,runs_p30tip,Duelos defensivos/90,183,0.192,0.192
Atacante,runs_p30tip,"Duelos defensivos ganhos, %",183,0.093,0.128
Atacante,runs_p30tip,Duelos aéreos/90,183,-0.171,-0.251
Atacante,runs_p30tip,"Duelos aéreos ganhos, %",183,-0.142,-0.195
Atacante,runs_p30tip,Duelos ofensivos/90,183,-0.017,-0.001
Atacante,runs_p30tip,"Duelos ofensivos ganhos, %",183,0.13,0.149
Atacante,runs_p30tip,Interseções/90,183,0.162,0.111
Atacante,runs_p30tip,Dribles/90,183,0.23,0.217
Atacante,runs_p30tip,Corridas progressivas/90,183,0.248,0.283
Atacante,runs_p30tip,Toques na área/90,183,0.046,0.04
Atacante,runs_p30tip,Acções atacantes com sucesso/90,183,0.168,0.168
Atacante,runs_p30tip,Golos esperados/90,183,-0.169,-0.13
Atacante,runs_p30tip,Assistências esperadas/90,183,0.212,0.205
Atacante,runs_p30tip,ga90,183,-0.153,-0.183
Atacante,runs_p30tip,xgxa90,183,-0.071,-0.031
Atacante,runs_p30tip,Passes progressivos/90,183,0.239,0.262
Atacante,runs_p30tip,Faltas sofridas/90,183,-0.058,-0.028
Atacante,runs_p30tip,Passes chave/90,183,0.158,0.172
Atacante,runs_penalty_area_p30tip,Duelos/90,183,-0.068,-0.042
Atacante,runs_penalty_area_p30tip,"Duelos ganhos, %",183,-0.426,-0.438
Atacante,runs_penalty_area_p30tip,Duelos defensivos/90,183,-0.365,-0.332
Atacante,runs_penalty_area_p30tip,"Duelos defensivos ganhos, %",183,-0.167,-0.163
Atacante,runs_penalty_area_p30tip,Duelos aéreos/90,183,0.307,0.276
Atacante,runs_penalty_area_p30tip,"Duelos aéreos ganhos, %",183,0.012,-0.001
Atacante,runs_penalty_area_p30tip,Duelos ofensivos/90,183,-0.29,-0.243
Atacante,runs_penalty_area_p30tip,"Duelos ofensivos ganhos, %",183,-0.346,-0.322
Atacante,runs_penalty_area_p30tip,Interseções/90,183,-0.235,-0.242
Atacante,runs_penalty_area_p30tip,Dribles/90,183,-0.347,-0.354
Atacante,runs_penalty_area_p30tip,Corridas progressivas/90,183,-0.392,-0.367
Atacante,runs_penalty_area_p30tip,Toques na área/90,183,0.401,0.381
Atacante,runs_penalty_area_p30tip,Acções atacantes com sucesso/90,183,-0.393,-0.407
Atacante,runs_penalty_area_p30tip,Golos esperados/90,183,0.345,0.353
Atacante,runs_penalty_area_p30tip,Assistências esperadas/90,183,-0.312,-0.343
Atacante,runs_penalty_area_p30tip,ga90,183,0.084,0.028
Atacante,runs_penalty_area_p30tip,xgxa90,183,0.182,0.177
Atacante,runs_penalty_area_p30tip,Passes progressivos/90,183,-0.472,-0.455
Atacante,runs_penalty_area_p30tip,Faltas sofridas/90,183,-0.262,-0.215
Atacante,runs_penalty_area_p30tip,Passes chave/90,183,-0.148,-0.214
Atacante,sprint_distance_p30tip,Duelos/90,183,0.099,0.059
Atacante,sprint_distance_p30tip,"Duelos ganhos, %",183,-0.088,-0.116
Atacante,sprint_distance_p30tip,Duelos defensivos/90,183,0.206,0.209
Atacante,sprint_distance_p30tip,"Duelos defensivos ganhos, %",183,-0.043,0.011
Atacante,sprint_distance_p30tip,Duelos aéreos/90,183,0.031,-0.045
Atacante,sprint_distance_p30tip,"Duelos aéreos ganhos, %",183,-0.138,-0.201
Atacante,sprint_distance_p30tip,Duelos ofensivos/90,183,0.095,0.113
Atacante,sprint_distance_p30tip,"Duelos ofensivos ganhos, %",183,-0.025,-0.051
Atacante,sprint_distance_p30tip,Interseções/90,183,0.064,0.033
Atacante,sprint_distance_p30tip,Dribles/90,183,0.359,0.355
Atacante,sprint_distance_p30tip,Corridas progressivas/90,183,0.416,0.424
Atacante,sprint_distance_p30tip,Toques na área/90,183,0.316,0.376
Atacante,sprint_distance_p30tip,Acções atacantes com sucesso/90,183,0.245,0.235
Atacante,sprint_distance_p30tip,Golos esperados/90,183,-0.032,-0.046
Atacante,sprint_distance_p30tip,Assistências esperadas/90,183,-0.017,0.083
Atacante,sprint_distance_p30tip,ga90,183,-0.028,-0.071
Atacante,sprint_distance_p30tip,xgxa90,183,-0.061,-0.018
Atacante,sprint_distance_p30tip,Passes progressivos/90,183,-0.095,-0.065
Atacante,sprint_distance_p30tip,Faltas sofridas/90,183,-0.172,-0.192
Atacante,sprint_distance_p30tip,Passes chave/90,183,0.034,0.081
Atacante,sprint_distance_p30otip,Duelos/90,183,0.07,0.162
Atacante,sprint_distance_p30otip,"Duelos ganhos, %",183,-0.045,-0.09
Atacante,sprint_distance_p30otip,Duelos defensivos/90,183,0.235,0.287
Atacante,sprint_distance_p30otip,"Duelos defensivos ganhos, %",183,-0.072,-0.041
Atacante,sprint_distance_p30otip,Duelos aéreos/90,183,0.074,0.12
Atacante,sprint_distance_p30otip,"Duelos aéreos ganhos, %",183,-0.017,-0.076
Atacante,sprint_distance_p30otip,Duelos ofensivos/90,183,-0.051,0.006
Atacante,sprint_distance_p30otip,"Duelos ofensivos ganhos, %",183,-0.027,-0.034
Atacante,sprint_distance_p30otip,Interseções/90,183,0.06,0.057
Atacante,sprint_distance_p30otip,Dribles/90,183,0.13,0.157
Atacante,sprint_distance_p30otip,Corridas progressivas/90,183,0.205,0.215
Atacante,sprint_distance_p30otip,Toques na área/90,183,0.225,0.209
Atacante,sprint_distance_p30otip,Acções atacantes com sucesso/90,183,0.02,0.037
Atacante,sprint_distance_p30otip,Golos esperados/90,183,-0.043,-0.051
Atacante,sprint_distance_p30otip,Assistências esperadas/90,183,-0.062,-0.066
Atacante,sprint_distance_p30otip,ga90,183,-0.108,-0.136
Atacante,sprint_distance_p30otip,xgxa90,183,-0.083,-0.092
Atacante,sprint_distance_p30otip,Passes progressivos/90,183,-0.157,-0.104
Atacante,sprint_distance_p30otip,Faltas sofridas/90,183,-0.167,-0.127
Atacante,sprint_distance_p30otip,Passes chave/90,183,-0.099,-0.118
